filename,np_elaboration,verb_vac_frequency,nouns_as_modifiers,determiners,vac_frequency,association_strength,diversity_and_frequency,possessives,frequency
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\0.txt,-4.34504184814,1.21658581737,-1.64163923806,4.35671063802,-2.30639393139,-0.497578144551,0.437357607128,0.46347156541,0.63976806745
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\1.txt,-14.7067907642,-11.9137135236,-7.46884213032,-6.62398645174,-7.07207334054,-2.50818004216,-8.57894748489,-3.07773969132,-9.87164201908
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\10.txt,-0.609644029404,-5.93115378953,-0.704595282377,4.04323838864,-2.0032109613,1.03531043877,1.59436952051,-0.647925612419,0.180326465835
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\100.txt,-4.92744844071,5.12699131939,1.97082774063,-1.57851871539,-0.0333805600383,0.626936934694,-0.243471289659,0.791962974239,1.2081992691
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\101.txt,5.88781193852,5.37569826495,1.5225668809,0.089491059909,-0.498624173356,-0.31865979647,0.47989541557,2.54984806268,1.35472496045
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\102.txt,4.65350958034,3.8085324596,-0.0313290343038,-1.75128034429,0.435602944852,-4.30380991934,0.605209987466,0.35610909072,1.19289486267
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\103.txt,-3.55665249548,0.323380951214,-2.08644803075,2.60991605458,-2.56951825615,-1.70261210979,0.758109411016,-2.19948389749,0.356173399352
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\104.txt,3.54102096385,0.0385341349338,-0.801301105508,1.44769946871,-1.31196817789,-0.908638318432,1.45307072923,1.93053670319,1.23813453399
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\105.txt,1.97864399766,-1.93367497525,-0.218489179207,0.614084095443,0.24231640456,0.404989447735,1.00634906872,3.41132352025,0.95694264409
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\106.txt,8.06134346059,1.4636113114,2.39461446046,4.35683130366,0.0027855766176,-2.15193359584,-0.0516474656094,-1.80051055687,0.995052297452
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\107.txt,6.63876342893,-2.94888925047,-0.854864145619,0.637838644502,1.24221411316,-0.390243023032,0.612358802466,-0.609616820129,0.294871493609
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\108.txt,4.34129155547,3.04702741876,0.769149332308,2.53689617852,2.68625437698,-4.01505755626,-0.716019790594,-1.04558669532,1.67529704297
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\109.txt,-0.739547184091,3.7179671885,0.666069032846,-0.471403482672,-1.82321190145,-1.03784658305,0.263456929715,-2.48941512729,1.30001291439
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\11.txt,-0.196718470397,-6.1117869611,-0.0477238437206,2.05752677873,-0.473440504294,-0.143449137526,2.04530366817,0.893228946656,0.543961043677
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\110.txt,-2.7219155123,-0.880240779583,-1.83407817773,2.23875382764,-0.290160668067,0.698595465902,0.341875378171,-1.88967926515,0.757463671828
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\111.txt,-1.42571321148,4.17596470616,0.93782629901,0.472808592648,-1.54297155124,-0.305843302379,0.526484368361,-0.128903382725,0.667181394366
C:\Users\leado\AppData\Local\Temp\_MEI97~1\parsed_files\112.txt,1.62511501744,1.49183962624,2.029341841,1.04462100762,0.151991560547,-0.270895008818,-0.491858532543,-0.314379493355,1.41923111436
