filename,basic_ntokens,lexical_density_types,lexical_density_tokens,simple_ttr_aw,simple_ttr_cw,simple_ttr_fw,root_ttr_fw,log_ttr_fw,maas_ttr_aw,mattr50_aw,mattr50_fw,hdd42_cw,hdd42_fw,mtld_original_aw,mtld_original_cw,mtld_original_fw,mtld_ma_bi_aw,mtld_ma_bi_cw,mtld_ma_bi_fw,mtld_ma_wrap_cw
115.txt,0.231651376146789,0.5365374677002581,0.5087209302325582,0.3430451127819548,0.40439457690509584,0.3443717160480338,0.4339078267250971,0.4196014544509703,0.5785601825418509,0.6040447232834467,0.40790617328848056,0.7636905838786684,0.8077746313309255,0.4311344053225984,0.1126884348859085,0.3186410263583913,0.45019174779400906,0.26477123237492567,0.32847349879390353,0.138244146714834
14.txt,0.02981651376146789,0.4945736434108525,0.675660419959359,0.6249999999999999,0.5665322580645162,0.6446413849958781,0.28279536854130916,0.5965249247125337,0.5475374580437142,0.47958283192940265,0.5048299845440496,0.0,0.0,0.28204573197591,0.045515711306880355,0.1732845992349633,0.2245305759223075,0.10749682291292331,0.17052803224809976,0.03563209269105626
28.txt,0.24541284403669728,0.8939967550027039,0.5150604045259808,0.45207956600361665,0.7679211469534049,0.23104353994516774,0.24716639005595975,0.2565237249610357,0.41638328622472726,0.5796266242727361,0.2198036676552908,0.9240803342307463,0.725447089499547,0.3623808763500984,0.323094536638701,0.18877524658224243,0.38946997811116535,0.08592459677038797,0.1741400466380304,0.313274456675774
277.txt,0.9403669724770642,0.7063582835599611,0.6324123835752233,0.13634955066625354,0.16014336917562733,0.173837103693043,0.7983510913405236,0.3864074054803086,0.4479368745507551,0.7500029207996002,0.6026402400218198,0.8023461620432528,0.9195565910738134,0.6542902790173591,0.11675490409625101,0.6196667078286338,0.5386354470691552,0.37513921400934197,0.4602656541384932,0.16961581532329886
263.txt,0.3256880733944954,0.24547803617571073,0.32818903201578853,0.25166543301258315,0.25723738626964443,0.34516936090899325,0.6646999176329547,0.48776700573311826,0.6083313270685711,0.44377590586976834,0.4444513137557964,0.6829841144570779,0.8350766576117349,0.2563080201124364,0.02946527589374534,0.28021221211951,0.33229803597875407,0.14976189074201363,0.30774114590777957,0.04080465734302731
288.txt,0.4174311926605505,0.5911570485213895,0.6678815105668165,0.27896995708154504,0.24972191323692994,0.3330035724100027,0.6516148000071542,0.47518886838505825,0.4981287180758605,0.6738607230680709,0.4398890808255298,0.7545662635992024,0.8435747715290614,0.46200162446695336,0.10651646678493511,0.41454145190605407,0.41803083687185316,0.2366419102382748,0.35335912384266366,0.10765429125767251
275.txt,0.1743119266055046,0.5365374677002581,0.6899319623881968,0.5511811023622045,0.5040322580645162,0.5700545675813604,0.6251100241075884,0.6462483088861943,0.36734088408445315,0.8086642599277989,0.5545595054095829,0.7852018844735164,0.8845550824610285,0.5169634200457598,0.11779337803895891,0.4179459063428492,0.5820810259397248,0.2450542437026341,0.44285769749513426,0.11458663994921037
261.txt,1.0,0.7557770394979695,0.5156257316556965,0.20973892637136982,0.3542574832897414,0.16498063432313476,0.868475180778882,0.39440594434005716,0.34906236012966224,0.6879097088285564,0.5110922205048944,0.9029403987355453,0.8663781866429962,0.5780759832328333,0.1524362017513749,0.33039037964770346,0.5377443508533188,0.44440196756662276,0.3084228162595618,0.31398051491694856
249.txt,0.24770642201834864,0.4543955137720599,0.23108840958178734,0.5525606469002694,0.8956989247311826,0.4217392390516875,0.7068546473083741,0.5556039501878733,0.29156773371068917,0.8028880866426016,0.6701972179289015,0.9519777380473646,0.8556483903852247,0.5989093401249689,0.4305186529280885,0.5767413641439654,0.626297523988702,0.0,0.5080535053760141,0.2964050472184747
16.txt,0.5986238532110092,0.8473464519976148,0.32710544140889586,0.3571428571428571,0.7956989247311828,0.1553652634098343,0.561952098914881,0.3112213610183825,0.3128775805963739,0.6612492164372006,0.4525353399745038,0.9808442323923863,0.7724499352189119,0.41661320880964425,0.6552999373555402,0.21975489486760347,0.48126386236053365,0.0,0.21289284926761487,0.6506626458217603
103.txt,0.3577981651376147,0.6622669180808716,0.1590581618951945,0.051759834368530044,0.37227550130775944,0.03418232307892566,0.06332572224375577,0.0,0.8904442343699388,0.27464241648768595,0.1927180393022747,0.7595305029830244,0.6527070676646213,0.11505990632150065,0.04941596238203885,0.14320996352390936,0.2434223785169129,0.18865072230558935,0.12758140947407048,0.0661509060842447
117.txt,0.3165137614678899,0.6426278286743399,0.3400148850589131,0.40816326530612235,0.7134478424801005,0.279260393357673,0.505368241150183,0.39241196646023235,0.4088509259203636,0.6737149733539634,0.35458894531537455,0.9213451403162622,0.7922461775885874,0.45453103068981027,0.29686379420214737,0.20174328107058348,0.4403836956358187,0.0,0.21906803034746525,0.3505277358939767
116.txt,0.26605504587155965,0.5109231853417899,0.5779815397428218,0.41488451668092396,0.42017149857084535,0.43375552724274896,0.6397770587106912,0.5482946426106485,0.4440610849972048,0.5887535948112357,0.515795981452859,0.7780509325028775,0.824110292699884,0.3703032281691081,0.07553821362600624,0.17404629682213935,0.34038874702022054,0.1868208303004806,0.30657747010019953,0.10345672786668528
102.txt,0.268348623853211,0.7283720930232556,0.5893515681278154,0.5612244897959183,0.7290322580645161,0.41212620849883846,0.5992509737573148,0.5214747569385003,0.26501155483840994,0.7761227234576105,0.37842349304482203,0.908968536296176,0.8620222258924806,0.629309980742322,0.32423908582291083,0.3446481604675845,0.5712709442516172,0.0,0.20917028218651657,0.3702087135941592
17.txt,0.4128440366972477,0.6744186046511627,0.4795039385240336,0.3988868274582559,0.5853429376761667,0.3026277823577907,0.6524223680754571,0.4521492562780609,0.35461093475564703,0.7608733023895493,0.58846790444701,0.8763721786724262,0.8434555626707566,0.48744147889433687,0.30461057827317317,0.3802311403266966,0.535590296692186,0.09505831374991741,0.4189327417669374,0.21271265430225736
248.txt,0.12155963302752294,0.31946144430844536,0.431671934974035,0.4601648351648352,0.4623655913978495,0.5045090614389314,0.4766419975082561,0.556197203516922,0.5743809013113572,0.41207745323268763,0.3052488408037093,0.712897672332914,0.7708954813449882,0.15672532347347162,0.03646881672900486,0.15909918826359115,0.25324333136651767,0.19355320844958152,0.1263289197521913,0.07422867673641423
260.txt,0.5275229357798166,0.8992248062015502,0.8369136128830608,0.3838332486019319,0.42314990512333983,0.3026277823577907,0.6524223680754571,0.4521492562780609,0.3133870000504086,0.768849329847715,0.4232903566607329,0.8668323066228965,0.8223528148617376,0.702025212281366,0.2598190969389572,0.2680236935405548,0.5644352711001036,0.5256052179972378,0.26990592981204187,0.3118411081597944
274.txt,0.3967889908256881,0.7628039488504603,0.5138313227752154,0.4049744897959183,0.6192283364958888,0.2731312421445273,0.5514838413497409,0.4015852618367801,0.357123846600733,0.6410864706893606,0.3768956829201153,0.9167466667693323,0.7849180488900772,0.3506682834850383,0.32438215447093693,0.2257117764078016,0.4126102536626023,0.37094318743381155,0.24257818759159744,0.4302456354674432
258.txt,0.481651376146789,0.4496124031007751,0.2659413877015733,0.20525451559934305,0.37655701053976376,0.21638087386644694,0.613004416039552,0.37450714187357104,0.5532234718276634,0.6643961582998428,0.6121441998412613,0.829206497664442,0.8434361383546298,0.4169476451727824,0.11017066461122603,0.40159425012510486,0.4258471010427346,0.29809217033986884,0.4846380882959763,0.1513309096166342
270.txt,0.42201834862385323,0.24161414185322005,0.2977378304501761,0.2613981762917933,0.2903225806451615,0.3438872310532611,0.8311720464378558,0.5248392833274602,0.5178638374580438,0.674507977174801,0.7584683651592965,0.7503326075564334,0.9179559459020226,0.5035464401273422,0.04025405794939112,0.731521003573324,0.49703138538827374,0.19598301884040434,0.7519289035172543,0.06462450070100256
264.txt,0.268348623853211,0.5535550554305244,0.24411616080164267,0.47193877551020413,0.847782258064516,0.32893652102225884,0.5568978115313816,0.44632428167889326,0.37034457696500805,0.5447521969076428,0.3245378670788266,0.949695057471009,0.7829314546082297,0.33142191247296915,0.3754894548491854,0.1659354905710283,0.28929307894390355,0.0,0.1088175405207446,0.31116578049361165
13.txt,0.10779816513761468,0.5578524260694802,0.4537233723925336,0.46647230320699695,0.617404351087772,0.39482275350370993,0.26807356673466676,0.39428028185659914,0.5923875819487847,0.4926938284338995,0.19208655332302937,0.7825763664252662,0.6698986989611055,0.3463363838853547,0.0802519510605854,0.21571906954313846,0.3278923373846069,0.14532758571873494,0.16805946485005285,0.12270897658546848
106.txt,0.5275229357798166,0.8039679411378269,0.5789085042051376,0.18556176919166234,0.30196458889158384,0.14789777411376764,0.39029783287016073,0.24895392994952514,0.5520826114034472,0.6558363417569193,0.4176609994848026,0.8023447919804032,0.797242084680048,0.42865612551828747,0.11356807698218192,0.33787952221704454,0.41981109330213373,0.3503745668531914,0.3411017608943543,0.17739432304274694
112.txt,0.5642201834862386,0.7035301990965364,0.4132466381281015,0.28860028860028863,0.5148590297180595,0.2044847485572961,0.6273486666303156,0.3689741504139965,0.4045116085933063,0.7267380924653566,0.5236532246733179,0.8837189850330596,0.844628210196414,0.5032254731659049,0.24387336378350144,0.30827584036252287,0.5369243802745207,0.5088381280940527,0.3543709882135062,0.38861120258547155
113.txt,0.08715596330275228,0.7970401691331923,0.6960254299420827,0.3451043338683787,0.4179211469534052,0.28235029603537437,0.0,0.1500571068584029,0.8444065385341555,0.23971119133573904,0.0,0.6928368737341921,0.5130585477679966,0.21320357560216763,0.0643523318860303,0.015525710405696336,0.2781664119479213,0.18793766887399938,0.01479219523064379,0.08341313299649938
107.txt,0.5160550458715596,0.6872646733111849,0.5968566856783848,0.3726708074534161,0.4623655913978495,0.3208024182467712,0.7877082075293498,0.49816013995795316,0.3308406168133226,0.713932049385859,0.6101169771414621,0.8288297587907246,0.9027524283043983,0.6356284954597693,0.15577298639391196,0.5264089942395611,0.5224670708793551,0.2780280028781632,0.44142814821566934,0.18077930322990238
12.txt,0.1422018348623853,0.4901512263311729,0.5954619293194297,0.4424778761061946,0.4253285543608125,0.4722483826344544,0.4271482907648305,0.5156323326964376,0.5632800739946344,0.3165613718411546,0.3423802163833076,0.719073979038568,0.7499095437776471,0.2652725872453472,0.03567187782652807,0.14222161950794032,0.2304351334007884,0.11450491540368803,0.1205176431756031,0.050483941603694
265.txt,0.21100917431192662,0.6195878237852144,0.28274389868429184,0.5144855144855144,0.9147465437788018,0.3335645450152089,0.4445784123702905,0.4148628178748095,0.37245847343133337,0.6501779450546634,0.39123728951435743,0.9582634393212723,0.7905486288876342,0.5509462372491166,0.43831248784913523,0.5531326406210484,0.4308372578524728,0.0,0.3252611187287676,0.2767240695182922
271.txt,0.25,0.47522323618879403,0.1319146534206368,0.3437500000000001,0.7361751152073732,0.255729596042869,0.40778350667921104,0.34136556451811506,0.556124428278902,0.5576045359438873,0.44027202472952087,0.8794960760219377,0.7707685921417229,0.27120965331376384,0.21737981198806822,0.21838941759420494,0.3373875950148584,0.0,0.28064364948986587,0.24228235854297278
259.txt,0.36009174311926606,0.637294644762108,0.5188106796116507,0.40865384615384615,0.5395585738539899,0.34092172555428285,0.642367676045339,0.47884515098108027,0.3763645254617071,0.742320005449219,0.6233520092735709,0.8752268189856637,0.878303370609065,0.527240399709605,0.20710163025145856,0.3712703452087358,0.5919631472353132,0.5552744787859032,0.45230790389217657,0.32893045247035535
267.txt,0.8142201834862386,0.8629657414353584,0.37209135489668954,0.2674173117522871,0.6201565184195459,0.11533910067100095,0.6219872933251922,0.2953542544116772,0.33657301912112453,0.696370004078646,0.4058647111052658,0.941951403534846,0.8130315538121463,0.5512194562857703,0.5699395257407446,0.2898030546654552,0.5144341537610204,0.0,0.285476289669353,0.7982699785731292
273.txt,0.37844036697247707,0.401124791001672,0.23932122458877947,0.29761904761904756,0.4948859166011017,0.286869855175893,0.6510230114358024,0.43965662647212733,0.5015879635600304,0.6823464983390621,0.532405491408309,0.8322104379390615,0.8597420174338414,0.2941147588736992,0.10989716503572854,0.1590054323046679,0.4054928270175122,0.5050607203865719,0.27956733429289593,0.2124008741079396
10.txt,0.1055045871559633,0.44566843465252237,0.47012078312341554,0.5449189985272459,0.617404351087772,0.514665201062563,0.43367099228905803,0.5502816511840023,0.48010983981278604,0.5567589249899718,0.32646676970633726,0.7819975377518746,0.7623863712641019,0.37079440864738367,0.08153897580234985,0.20484074004287134,0.25902079115991167,0.10676300291627736,0.12302817151046497,0.0836902940519671
38.txt,0.2178899082568807,0.4465328660932357,0.30323181274105604,0.3571428571428571,0.542825361512792,0.3256089335231957,0.4371466339438086,0.40618111387236056,0.5755450932625981,0.5740692495688975,0.4409891808346207,0.8004648135530977,0.7917812311872467,0.4056172025414828,0.09105022210935516,0.3469056921145257,0.3969010216178732,0.2312425171801499,0.3100712240678515,0.15303930448869682
139.txt,0.2706422018348624,0.7798832424155422,0.3002935199819372,0.3127641589180049,0.7111218103033219,0.15596721788468076,0.19429570649521843,0.1713511970654742,0.5770089656937245,0.4310870437224239,0.22978507480096733,0.8933611069802057,0.6569930547257266,0.20428417375138375,0.25044121141425274,0.05110865553580618,0.27332885477280505,0.0,0.09653367668925533,0.2964050472184747
111.txt,0.31422018348623854,0.6644272179155899,0.1550527711456886,0.3115501519756839,0.8006740491092921,0.16830479720384556,0.3153778021039153,0.23631340493898678,0.5357554320244933,0.5431784536269928,0.3180680061823813,0.9088332288638433,0.7083444774796358,0.23443930055149936,0.3317631960850159,0.1336442710414093,0.3532910312986854,0.0,0.20768397087708812,0.3160860249186572
105.txt,0.4954128440366973,0.8242894056847541,0.38376194354031945,0.4173354735152487,0.8076036866359446,0.21062468420072872,0.5754972748837206,0.35945035363218736,0.2914282543918309,0.7762505658044396,0.4719897349158684,0.9709503996422097,0.7872315292088177,0.5945227618904142,0.600329783480584,0.2542801944348726,0.5783720207579656,0.0,0.28946600479062545,0.5768589794460758
104.txt,0.39449541284403666,0.6630838381864375,0.37493406178398203,0.4292120435618193,0.7204301075268815,0.2923330585325638,0.640745664737622,0.4411970098347924,0.3305993849047329,0.6955751967578194,0.40164634495391915,0.9389573082442132,0.8628903399970912,0.4064624961074035,0.3755819056422081,0.3148858319522765,0.41195711404046503,0.0,0.2514465121327796,0.4390921355447981
110.txt,0.5114678899082569,0.7283720930232556,0.3581446438783533,0.2632950990615224,0.5449614616043392,0.16547136866144724,0.4885778518574533,0.2969377620509386,0.46123840245075237,0.5741409279315401,0.414843232501656,0.893303370033092,0.7768165435029457,0.40313719483228216,0.17000210088111217,0.27500709844378657,0.40299182972268877,0.4171599211039103,0.22180582596704967,0.34046953711357364
138.txt,0.4655963302752294,0.7643410852713179,0.5472165380998184,0.29808773903262076,0.451066156369601,0.22127927840550904,0.5094770227875409,0.3481666831425363,0.4439377392313271,0.6461448152387688,0.4018269999467028,0.8641182796475047,0.7692163228079167,0.45247606583044064,0.1965461117324383,0.1974878725976119,0.4398798043250388,0.4911820457393864,0.21958388831069675,0.2745975231989928
39.txt,0.05733944954128441,0.0,0.055599458116956546,0.6390977443609022,0.809032258064516,0.6411425246108338,0.5776358668506811,0.6874808531162766,0.44570888878945175,0.5347417212639842,0.501514683153014,0.0,0.8292515843573444,0.325949269145845,0.09756469660639837,0.34030022387907566,0.24942930103886551,0.0,0.2937352971079784,0.07991429251646695
11.txt,0.12844036697247707,0.6889222305576395,0.455451854071403,0.5273698264352468,0.7886067261496224,0.36309975267930755,0.26914101766109444,0.37001990140311536,0.46437512307276047,0.6337192414623021,0.2821020092735702,0.8823655015930398,0.6571449666804643,0.2786278089319987,0.20904199879031393,0.07611802466127343,0.4187579121426895,0.0,0.17209789891071514,0.2029204031426077
272.txt,0.21100917431192662,0.5757231990924558,0.561587881524662,0.5144855144855144,0.5917188252286953,0.4599383867748515,0.5793859271012614,0.552164104474361,0.37245847343133337,0.6768056942417491,0.4553460415593331,0.8331561736580396,0.8216872276449546,0.5764469934149243,0.17478344458125422,0.2595011401498418,0.4493187885705441,0.39003329252203794,0.17658398061956826,0.24426514360978221
201.txt,0.5527522935779816,0.7508832990560568,0.5515175508865913,0.3644814090019569,0.5260910815939279,0.26793075020610063,0.7230790764655157,0.4429296486832315,0.3236074974659006,0.8635834658030117,0.599920264628985,0.9026927963273583,0.8481122618157263,0.7825764561809654,0.28143086768750464,0.44772923037958434,0.6857683155675067,0.8606927901086144,0.4490078764952291,0.49372131996993707
215.txt,0.25688073394495414,0.3883016208597603,0.2864763334797009,0.4425942156003505,0.629032258064516,0.4025131779459891,0.668646287994408,0.532052774914642,0.4173472260772972,0.646230498026054,0.5068191653786707,0.8588992295822854,0.8098326342651339,0.3825811324058792,0.19032683127038652,0.18148273352160194,0.41861319927494006,0.0,0.1692797350470201,0.21069756368542178
229.txt,0.036697247706422034,0.5175770686857759,0.378088109913292,0.6609808102345415,0.9147465437788018,0.5119538334707336,0.2360737961486683,0.47143696498961507,0.4679518550219168,0.4420377055756115,0.31993817619783615,0.0,0.0,0.1630964790143895,0.19528654440196158,0.04209274964234633,0.18344244702969112,0.0,0.004160146655930841,0.10451551464169509
76.txt,0.04587155963302754,0.5245478036175713,0.2927408660588502,0.3722334004024145,0.629032258064516,0.29744051841484703,0.009938920758667535,0.16922743883139324,0.9363757573019604,0.10830324909747335,0.021027281549908405,0.0,0.5210017743662626,0.09224390048574571,0.05641457671786233,0.0,0.18749990112029521,0.12313603631661901,0.016088601248803625,0.06861595346636215
188.txt,0.823394495412844,0.8427350427350424,0.31316324226687775,0.3048780487804875,0.7265932336742722,0.1286590392697004,0.6915855346738087,0.3245153274319894,0.29445874405180167,0.7550293175461931,0.5029956299672849,0.9766777061794,0.8651770080301514,0.6731805386728621,0.7101949440618356,0.3319353013725376,0.5539065758658975,0.0,0.3365085152606232,0.827791445123403
62.txt,0.4334862385321101,0.511953618656765,0.46420373297207784,0.3482142857142855,0.43091905051734636,0.34368717008527033,0.7823891936966754,0.5142685231463564,0.4020067455553244,0.7517467757889646,0.5579918174379483,0.8181200184276994,0.9011039371498798,0.5859169780864993,0.15309260408262282,0.5146529914340653,0.552421260044131,0.4151391466131762,0.47296635412371624,0.21860948442247022
89.txt,0.12155963302752294,0.7567420024020088,0.7105159178144052,0.7486263736263735,0.8648813146682897,0.5665001697298868,0.4711674260051315,0.6016943293664552,0.18636744047135217,0.8296247675309056,0.4219474497681608,0.9291247070958526,0.7831076139998006,0.880158051160834,0.3254347309528441,0.28393019293314414,0.6355212855087107,0.0,0.3071570727557237,0.2472026029680184
177.txt,0.25,0.6087448828499258,0.5170679047188984,0.4776785714285715,0.6084843128590367,0.399198339824317,0.5668533964579026,0.5028054663480104,0.3797855850874334,0.7391290207174694,0.44707394452127325,0.8390162487644113,0.8288815977592907,0.5005451547346691,0.21308604119981772,0.13120708640197587,0.5455794045115562,0.0,0.20087549614224798,0.2556571074730264
163.txt,0.17889908256880732,0.551797040169133,0.2963029084207156,0.3820598006644519,0.6584440227703983,0.2923330585325638,0.30254290006249307,0.3291989600271692,0.5933241211576465,0.46028880866426003,0.3121995416511225,0.8374964092136887,0.6767172254181565,0.20917344472602184,0.13773505173568362,0.1685561154151234,0.31366719405380145,0.2992379658055357,0.22390576627822123,0.19051728698780515
162.txt,0.4013761467889908,0.7594804106432012,0.5794222311914434,0.3381795195954488,0.47482665058788065,0.2572675566516797,0.49946104991059803,0.3733728039896831,0.43416061819316215,0.6485005472951404,0.35677809671009064,0.8479494699567943,0.7975286314608824,0.49150222872475025,0.14369405871122298,0.24308245799663353,0.4026742087456587,0.4382347741469249,0.1767708718613934,0.2503754708682815
88.txt,0.27522935779816515,0.43392824950423625,0.4106771029326912,0.36340852130325796,0.4441007512152011,0.3715160590204755,0.5996185109991503,0.49081283622383554,0.5027576865359322,0.5581266891558665,0.4490111345929402,0.7934260294242056,0.809467276686279,0.4028528389068622,0.11181001499726122,0.2732982341263115,0.3437334815975754,0.23727198011495015,0.2569204178781366,0.07324163226880234
176.txt,0.45412844036697253,0.6054999151247666,0.624707001408207,0.4647160068846815,0.5009330845107973,0.43645919208573786,0.9548444586033962,0.6168353409367162,0.25992714692817626,0.8914320096269559,0.7234300471504307,0.8307067967750839,0.9727749766414729,0.7634379779039446,0.16783819946494705,0.5548404644806267,0.7625278235019186,0.5683371323962874,0.5651601133546811,0.2552945752042505
63.txt,0.4197247706422018,1.0,0.5052557637791326,0.34798534798534775,0.6950699939135727,0.12418590272052776,0.2491929140382052,0.17199477713619116,0.41056272642063346,0.6224347090773088,0.24065501927102817,0.9287883943269576,0.6847131227335606,0.46188884536400443,0.4065595418219868,0.1324286697207281,0.4496450385667784,0.0,0.15154715123274876,0.5030553130703913
77.txt,0.3188073394495413,0.9230278157774734,0.33224204109279754,0.2443609022556391,0.6614997905320485,0.07141658580714833,0.07015595771788052,0.034238505005469655,0.6253946069457204,0.3288697715304978,0.036543663060277565,0.8998614571333328,0.6363928826833735,0.17688378398636134,0.2585745505079963,0.07756731897557007,0.27212017087507834,0.0,0.07914534673922252,0.33576700261883974
228.txt,0.26146788990825687,0.7416020671834622,0.2692241904253647,0.4155844155844154,0.879032258064516,0.21767649147437423,0.31298509790642104,0.27474911194728335,0.4475592138334014,0.6153782314618843,0.32503863987635384,0.9603250048792294,0.7361816679183976,0.43542436141031515,0.42839306158598506,0.26840508378282246,0.39751263421964295,0.0,0.1879759913428577,0.3160860249186572
200.txt,0.4288990825688074,0.7043927648578809,0.24919315208585124,0.3661464585834332,0.7993619283941864,0.20318993219711629,0.5199653158389885,0.3370526222617243,0.383432523945656,0.59599258877237,0.3921773964609012,0.9582229029198505,0.8014400361353489,0.41031021072953544,0.4656529064869421,0.29738817828974184,0.382113699094177,0.0,0.18948316587439695,0.4538528688199349
216.txt,0.22706422018348627,0.48799394970693877,0.43399563483103787,0.45714285714285696,0.5751861042183624,0.41721545996799375,0.5835386594559528,0.5210706322452645,0.42866224974615547,0.807163026771992,0.5118289541473466,0.8397713779945374,0.8634280723713348,0.6623805349410857,0.14858257907963052,0.5253518416982678,0.5511584355703952,0.2593631966756206,0.42520692585002196,0.19777307051332918
202.txt,0.5252293577981652,0.6436232345757671,0.30021691449214605,0.40306122448979587,0.7506538796861377,0.2641765489251063,0.777960300475542,0.452736520484454,0.2935675258264783,0.7619568558196705,0.5227326120556415,0.9364392484716487,0.8836950406571877,0.5908027429981285,0.49787332858099526,0.4214949229044931,0.5717565564882663,0.0,0.3681996717409872,0.5522577573208476
49.txt,0.3004587155963303,0.5245478036175713,0.2573944456988033,0.4160125588697018,0.7290322580645161,0.31324932281238954,0.5772133109246265,0.44005496890151985,0.4121002825778622,0.5317445237642853,0.35879885184367555,0.9086987705498455,0.7328319386869127,0.325301072644254,0.27774177521439547,0.10376588249340701,0.30911096519627757,0.0,0.10950257218644138,0.3160860249186572
61.txt,0.5045871559633027,0.9955703211517162,0.6020908820512907,0.5587770163415918,0.8982630272952852,0.25443160091912104,0.6130457415583588,0.4044053146397877,0.1442876417834255,0.8795004390672287,0.4761454203346547,1.0,0.8281121906971182,1.0,0.9999999999999999,0.4047100874873475,0.7682537718924292,0.0,0.2858830200735767,0.719546067772399
75.txt,0.16743119266055045,0.32757475083056464,0.29562305624949947,0.49539170506912444,0.639236339697169,0.4709579554822754,0.5889479858591498,0.5630194502198012,0.44979355897387147,0.5605134376253502,0.44438948995363226,0.8084686133332241,0.8238547117063825,0.25157757474355597,0.09780954946545388,0.15111671565166052,0.31081423440494516,0.12662298239997213,0.1522144557557712,0.12289112137196759
160.txt,0.5848623853211009,0.7237309327331829,0.35580996905422824,0.3711484593837534,0.7004608294930874,0.22563341577356427,0.7271322640521638,0.4109761984137177,0.30321337514818797,0.7372206380199231,0.5021220666139665,0.959585809543486,0.8399852865689875,0.587267372638314,0.49906897371092834,0.2578578693763032,0.5365904065042066,0.0,0.2524905868478978,0.6113006904213951
