filename,nwords,Positiv_GI,Negativ_GI,Affil_GI,Hostile_GI,Strong_GI,Power_GI,Weak_GI,Submit_GI,Active_GI,Passive_GI,Pleasur_GI,Pain_GI,Arousal_GI,Emot_GI,Virtue_GI,Vice_GI,Ovrst_GI,Undrst_GI,Academ_GI,Doctrin_GI,Econ_2_GI,Exch_GI,Econ_GI,Exprsv_GI,Legal_GI,Milit_GI,Polit_2_GI,Polit_GI,Relig_GI,Role_GI,Coll_GI,Work_GI,Ritual_GI,Socrel_GI,Race_GI,Kin_2_GI,Male_GI,Female_GI,Nonadlt_GI,Hu_GI,Ani_GI,Place_GI,Social_GI,Region_GI,Route_GI,Aquatic_GI,Land_GI,Sky_GI,Object_GI,Food_GI,Vehicle_GI,Bldgpt_GI,Comnobj_GI,Natobj_GI,Bodypt_GI,Comform_GI,Com_GI,Need_GI,Goal_GI,Try_GI,Means_GI,Persist_GI,Complet_GI,Fail_GI,Natrpro_GI,Begin_GI,Vary_GI,Increas_GI,Decreas_GI,Finish_GI,Stay_GI,Rise_GI,Exert_GI,Fetch_GI,Travel_GI,Know_GI,Causal_GI,Ought_GI,Perceiv_GI,Compare_GI,Eval_2_GI,Solve_GI,Abs_2_GI,Abs_GI,Quality_GI,Quan_GI,Numb_GI,Ord_GI,Card_GI,Freq_GI,Dist_GI,Time_2_GI,Time_GI,Space_GI,Pos_GI,Dim_GI,Rel_GI,Color_GI,Self_GI,Our_GI,You_GI,Name_GI,Yes_GI,No_GI,Negate_GI,Intrj_GI,Iav_GI,Dav_GI,Sv_GI,Ipadj_GI,Indadj_GI,Eval_GI_neg_3,Negate_GI_neg_3,negative_adjectives_component,social_order_component,action_component,positive_adjectives_component,joy_component,affect_friends_and_family_component,fear_and_digust_component,politeness_component,polarity_nouns_component,polarity_verbs_component,virtue_adverbs_component,positive_nouns_component,respect_component,trust_verbs_component,failure_component,well_being_component,economy_component,certainty_component,positive_verbs_component,objects_component
289.txt,0.20720720720720723,0.1293421239189,0.2562830687830685,0.1892361111111109,0.1254480286738349,0.4025966789256651,0.5861111111111103,0.43833333333333374,0.0,0.35105944893681046,0.4380591726459397,0.0,0.0,0.2113095238095236,0.2181372549019604,0.2634803921568628,0.08333333333333283,0.44049967126890205,0.3148148148148149,0.07870370370370315,0.0,0.2842592592592595,0.0,0.3067129629629637,0.12152777777777818,0.13252314814814736,0.0,0.0,0.0,0.0,0.29947916666666713,0.0,0.2738095238095236,0.0,0.1345486111111111,0.0,0.0,0.0,0.0,0.41203703703703776,0.2989969135802455,0.2927631578947363,0.184027777777778,0.0,0.0,0.0,0.0,0.38020833333333276,0.0,0.2905982905982913,0.0986111111111105,0.0,0.0,0.0,0.6190476190476172,0.0,0.1289682539682534,0.14254385964912272,0.19907407407407426,0.0,0.0,0.30208333333333337,0.23611111111111135,0.1965811965811967,0.0,0.1666666666666664,0.2083333333333322,0.09444444444444382,0.1574074074074065,0.0,0.0,0.2083333333333322,0.0,0.0,0.3379629629629633,0.11805555555555607,0.29513888888888923,0.2214506172839508,0.0,0.0684523809523804,0.15694444444444333,0.363425925925923,0.42483660130718914,0.15277777777777793,0.19895833333333257,0.6339285714285717,0.4869870501177274,0.31481481481481527,0.2083333333333322,0.1782407407407394,0.0,0.0,0.124348958333333,0.06980994152046739,0.2580128205128208,0.2083333333333322,0.3111111111111116,0.3819444444444443,0.0,0.10897435897435898,0.0,0.0,0.0,0.1550925925925915,0.0,0.0,0.12175925925925847,0.16819019274376418,0.18040904828879537,0.5002115059221636,0.0,0.363425925925923,0.16161616161616174,0.0,0.3750308758151673,0.3326734401423922,0.1870707374580432,0.20460048586507967,0.4006799210098813,0.2662917054878844,0.11809041924494143,0.10121915038692894,0.34168242897981477,0.25844584144182486,0.13000509021451073,0.9798028686223114,0.10842920611339969,0.22523142019242637,0.18565673448645828,0.16825813828565372,0.018303721283613072,0.4424573875465083,0.9819037158010621,0.17601828672644343
262.txt,0.3130630630630631,0.3137508601664437,0.1932186487160309,0.28534031413612554,0.14186792771491252,0.5402805274462116,0.530261780104711,0.5507853403141364,0.3560209424083779,0.3065861334161272,0.21744236037582854,0.19022687609075098,0.0,0.2655198204936427,0.10963966738527896,0.4370187865722207,0.12565445026178046,0.5655689457542056,0.7713787085514832,0.0,0.0,0.05357766143106418,0.0,0.2774869109947649,0.4581151832460746,0.5994764397905756,0.0,0.21361256544502694,0.157068062827225,0.0,0.09031413612565485,0.2607329842931934,0.3612565445026176,0.5890052356020937,0.2535994764397904,0.0,0.0,0.7361256544502623,0.0,0.0,0.22542175683536855,0.14714797464866386,0.18499127399651058,0.1549738219895291,0.0,0.0,0.0,0.19109947643979103,0.0,0.21908981071284767,0.0,0.0,0.0,0.27225130890052396,0.0,0.0,0.22687609075043588,0.25075778451364067,0.6003490401396161,0.2547993019197214,0.47569184741959564,0.28468586387434547,0.44502617801047145,0.29641562625855883,0.0,0.0837696335078536,0.0,0.21361256544502594,0.0,0.25706806282722294,0.06544502617801,0.0,0.104712041884816,0.4799301919720774,0.12739965095985947,0.22251308900523648,0.38939790575916283,0.0,0.0,0.1032161555721766,0.23664921465968625,0.0,0.28025870033877404,0.17277486910994752,0.34999999999999953,0.2655198204936427,0.4626719005077116,0.11867364746945822,0.15706806282722416,0.0,0.3167539267015716,0.0,0.46874999999999967,0.21052631578947423,0.22231171969391894,0.15706806282722416,0.3518324607329843,0.23036649214659743,0.0,0.32863471606927125,0.0,0.0,0.143106457242582,0.5846422338568935,0.0,0.48167539267015835,0.5507853403141355,0.4303210813121056,0.37223308370335983,0.30901214553379186,0.0,0.27399650959860145,0.22255340288127187,0.12204007285974404,0.1746618489746713,0.548697553512107,0.5068128892305075,0.48637166675845467,0.33324125882031197,0.30795402700585467,0.07691974524480658,0.11127090153571091,0.4833205425001563,0.6387892862019094,0.16059452320616083,0.9812064829881021,0.27379351455606055,0.05650207768383263,0.04360120279606212,0.009852542220175519,0.07012110929350783,0.5694417470556903,0.9811947388807558,0.1428839907506386
276.txt,0.3445945945945946,0.3983214200495901,0.2520325203252029,0.7532520325203257,0.22029897718331942,0.5459696161655694,0.6175609756097558,0.46185365853658494,0.24878048780487785,0.5864834659128297,0.37614643220575306,0.08861788617886174,0.0,0.1979094076655051,0.05107604017216637,0.5182209469153521,0.17560975609756088,0.5546543512772406,0.4975609756097553,0.27642276422764184,0.1292682926829266,0.14975609756097544,0.0,0.04308943089430902,0.0,0.2792682926829267,0.0,0.09951219512195122,0.048780487804877995,0.0,0.08414634146341472,0.08097560975609747,0.4808362369337967,0.0,0.6615853658536582,0.0,0.0780487804878048,0.0,0.0,0.0,0.12601626016260098,0.0,0.3878048780487812,0.21658536585365823,0.3934959349593494,0.0,0.0,0.08902439024390234,0.0,0.6634146341463429,0.0,0.0,0.0,0.0,0.14494773519163728,0.0,0.2717770034843195,0.20025673940949937,0.41951219512195087,0.2373983739837396,0.295470383275261,0.4774390243902431,0.08292682926829262,0.2761726078799246,0.12682926829268268,0.1170731707317072,0.14634146341463414,0.0,0.0,0.23951219512195066,0.121951219512195,0.0,0.0,0.17886178861788615,0.2373983739837396,0.20731707317073225,0.4146341463414631,0.3111111111111108,0.46585365853658534,0.144250871080139,0.4409756097560968,0.0,0.3730272596843605,0.6439024390243908,0.6521951219512183,0.049477351916376276,0.3849080751150612,0.0,0.0,0.0,0.29512195121951207,0.0,0.23292682926829217,0.09807445442875472,0.2848030018761733,0.0,0.21853658536585363,0.21463414634146322,0.0,0.05103189493433398,0.5148217636022511,0.0,0.0,0.10894308943089413,0.0,0.22439024390243886,0.5131707317073165,0.7251991040318571,0.19750437377791522,0.4991556270892667,0.0,0.0,0.11813567143516393,0.0,0.04454461577865887,0.4958357249607902,0.3121577179980472,0.4439697784288257,0.0920994402875871,0.14307134257505402,0.11125933310716864,0.05572320417552512,0.4507684470084026,0.7045656661150477,0.18652143206371766,0.007545975366268887,0.14416952662964802,0.2362090411169415,0.016658872792309674,0.1403570144566015,0.002675873974457062,0.3745941645746257,0.9810463945661385,0.5834765365310313
29.txt,0.8445945945945945,0.18679878112557619,0.5877104940336785,0.34035909445745566,0.44420941300898914,0.6802891108923943,0.4941451990632314,0.3449180327868849,0.15925058548009302,0.5256380312718993,0.3298641213193182,0.0,0.0499609679937536,0.07126129140180584,0.07356385177021543,0.390962942554071,0.477751756440281,0.49598824882557574,0.3981264637002339,0.07962529274004589,0.12412177985948417,0.35948477751756436,0.3419203747072585,0.26893052302888465,0.0,0.04469164715066242,0.16393442622950619,0.04777517564402694,0.117096018735363,0.0,0.16159250585480145,0.23325526932084373,0.3462696554031443,0.05854800936768125,0.567183840749414,0.0,0.0,0.0,0.0,0.0,0.28233151183970706,0.09873043263897334,0.4758001561280265,0.2772833723653398,0.09445745511319247,0.0,0.16627634660421473,0.08548009367681463,0.24355971896955567,0.539001981624931,0.1662763466042155,0.0,0.0,0.0,0.34794245567079246,0.04039812646369922,0.15947362551577987,0.14421299149513114,0.3692427790788453,0.39890710382513617,0.17731682837069254,0.35655737704917967,0.19906323185011715,0.19888308412898628,0.06088992974238715,0.2622950819672128,0.3512880562060894,0.22295081967213085,0.265417642466823,0.9199063231850115,0.3220140515222487,0.07025761124121607,0.09367681498829,0.2146760343481657,0.6838407494145194,0.11943793911007101,0.3234777517564406,0.7841530054644815,0.44730679156908837,0.046169287387085714,0.15878220140515031,0.0,0.14327042292326755,0.36065573770491766,0.44730679156908565,0.09501505520240847,0.49402467642033704,0.265417642466823,0.14051522248243514,0.18032786885245677,0.28337236533957744,0.0,0.2376317330210769,0.14125477628497515,0.1864528913709244,0.14051522248243514,0.31475409836065693,0.25761124121779866,0.0,0.0,0.18537200504413415,0.07447306791569004,0.0,0.0,0.0,0.16159250585479915,0.12318501170960046,0.8296790613200808,0.30501166019427084,0.3089575482352381,0.0,0.24512099921935845,0.141561601415616,0.0,0.4346042596097407,0.3209444753485682,0.28851654332441595,0.29697048309981333,0.06000866027197936,0.16521960695612117,0.34921037437000035,0.1280051729365543,0.24655494512901646,0.23425132822959435,0.08357470085218552,0.004577067025441917,0.1010815392178023,0.20813089254949554,0.24186541547239637,0.18371823247226857,0.03648785314737511,0.5028770189984564,0.28360726150135573,0.4766024276039211
15.txt,0.4076576576576576,0.11161901701951334,0.28510116492949106,0.35085836909871276,0.2713553924961918,0.49294665111213265,0.39845493562231765,0.3160515021459226,0.0,0.45683282625545013,0.2702836176505148,0.0,0.0,0.08706315144083324,0.04493814693259244,0.22797273415804092,0.30901287553648094,0.4164867816237903,0.34048640915593664,0.09728183118740981,0.0,0.43919885550786814,0.0,0.26537911301859857,0.0,0.245708154506438,0.0,0.08755364806866897,0.171673819742489,0.0,0.07403433476394809,0.14248927038626502,0.5499693439607592,0.0,0.33261802575107313,0.0,0.0,0.03175965665236031,0.0,0.0,0.14783023366714268,0.3618703410887735,0.5686695278969975,0.2540772532188836,0.17310443490700883,0.0,0.3047210300429179,0.1566523605150203,0.371959942775394,0.4938923737207007,0.060944206008583246,0.0,0.0,0.0,0.1275291232372766,0.0,0.10627426936439764,0.1761915518409761,0.30758226037196057,0.3133047210300431,0.06499080318822759,0.5600858369098711,0.0,0.3037306041597892,0.0,0.2060085836909872,0.0,0.4085836909871241,0.09728183118740992,0.8429184549356199,0.37553648068669504,0.12875536480686614,0.0,0.07868383404864039,0.3133047210300431,0.10944206008583734,0.18240343347639462,0.4790176442536954,0.13662374821173015,0.08461066830165466,0.38798283261802485,0.0,0.29537995455692967,0.4248927038626612,0.5738197424892696,0.04353157572041662,0.6626245652936527,0.5836909871244641,0.0,0.6609442060085833,0.2596566523605132,0.0,0.25616952789699526,0.2157217077027337,0.4328161109276995,0.12875536480686614,0.28841201716738235,0.09442060085836841,0.0,0.0,0.2264773852756669,0.0,0.11731044349070024,0.09585121602288907,0.0,0.49356223175965774,0.07525035765379055,0.4942957869843207,0.3294512051574583,0.3140149452081654,0.0,0.0,0.0,0.10485133020344117,0.45772582538486034,0.3097205598927134,0.11807754477498718,0.05589008918129246,0.020596470979825632,0.1274907855035569,0.1660549082592703,0.09861716214565397,0.29721919111903516,0.17565700277230417,0.05200203608580436,0.006590583635346203,0.01817634456000637,0.04839943940217842,0.16389883660871163,0.02422964245562493,0.2742071597746084,0.45939336718238566,0.4912919091537415,0.3579261537507862
114.txt,0.24774774774774774,0.31827276021236084,0.31893004115226337,0.2803497942386833,0.22301871764237333,0.38017756974627537,0.10419753086419761,0.19481481481481464,0.20987654320987692,0.10981331736048733,0.306437272599024,0.22427983539094698,0.0,0.3130511463844799,0.2585330428467687,0.37472766884531605,0.4444444444444442,0.46752867265687764,0.20987654320987623,0.0,0.3271604938271608,0.0,0.0,0.0,0.32407407407407457,0.23559670781893055,0.0,0.25185185185185255,0.12345679012345699,0.0,0.0,0.10246913580246847,0.36507936507936417,0.4629629629629625,0.2391975308641977,0.0,0.0,0.0,0.0,0.0,0.053155006858710004,0.0,0.9269547325102884,0.0913580246913574,0.12448559670781821,0.0,0.10956790123456718,0.5632716049382717,0.9629629629629635,0.1291547958214629,0.17530864197530896,0.1574074074074064,0.0,0.0,0.18342151675484866,0.0,0.07642563198118744,0.04223521767381394,0.0,0.0,0.28042328042328013,0.06712962962962916,0.0,0.26210826210826177,0.16049382716049265,0.2469135802469136,0.0,0.0,0.13991769547325023,0.0,0.0,0.1851851851851842,0.0,0.3395061728395061,0.1502057613168715,0.10493827160493882,0.5902777777777785,0.3936899862825795,0.19650205761316766,0.1216931216931217,0.13950617283950517,0.0,0.14161220043572945,0.1358024691358027,0.5895061728395048,0.6261022927689598,0.32307433568785854,0.0,0.0,0.0,0.3734567901234576,0.0,0.40528549382715984,0.49642625081221564,0.13105413105413147,0.0,0.0,0.2716049382716054,0.0,0.1291547958214629,0.0,0.4580246913580251,0.0,0.41358024691357964,0.0,0.42592592592592565,0.324691358024691,0.17494960947341898,0.28660728238787325,0.5448768565519817,0.0,0.32304526748970935,0.2715151515151517,0.0,0.35217449757769337,0.057581498636496115,0.29852127528616196,0.6054280537753847,0.27226720940303206,0.12258270276819072,0.10694729469712443,0.05935725331195278,0.2855121273014164,0.8806555329042043,0.1613798021943561,0.007212151353151897,0.12320231498001201,0.1805988154363734,0.021878652933900296,0.11031800885072099,0.11322341876936298,0.2437624282678454,0.7419500131112653,0.0573725552371922
100.txt,0.33108108108108103,0.3920823965485815,0.4518950437317784,0.2780612244897962,0.18433179723502235,0.4259308537858486,0.6459183673469385,0.5904081632653059,0.08673469387755052,0.17925903515044844,0.5831118788200911,0.0,0.2176870748299328,0.05174927113702595,0.053421368547418635,0.5807322929171677,0.42857142857142855,0.37000362275087556,0.23129251700680234,0.11564625850340174,0.0,0.20884353741496575,0.37244897959183815,0.18027210884353773,0.1785714285714288,0.19472789115646344,0.0,0.5204081632653077,0.255102040816327,0.0,0.26403061224489865,0.25408163265306133,0.05029154518950399,0.12755102040816374,0.5436862244897951,0.0,0.0,0.0,0.3460514640638874,0.1513605442176863,0.39540816326530465,0.0,0.18027210884353773,0.22653061224489798,0.0,0.0,0.0,0.0,0.0,0.21350078492935645,0.0,0.0,0.0,0.26530612244898033,0.15160349854227292,0.0,0.2842565597667632,0.13963480128893663,0.43877551020408195,0.0,0.0,0.2774234693877554,0.08673469387755052,0.14442700156985921,0.26530612244898033,0.1224489795918368,0.15306122448979517,0.13877551020408213,0.0,0.0,0.06377551020408125,0.0,0.10204081632653,0.09353741496598592,0.12414965986394484,0.13010204081632706,0.21683673469387738,0.16269841269841331,0.0,0.45262390670553887,0.2306122448979599,0.0,0.15606242496998754,0.11224489795918412,0.14617346938775483,0.25874635568513177,0.08668321011553015,0.0,0.0,0.0,0.30867346938775647,0.0,0.33498086734693816,0.1025778732545654,0.21664050235478816,0.0,0.1142857142857137,0.16836734693877564,0.0,0.2668759811616958,0.0,0.21632653061224472,0.0,0.11394557823129177,0.0,0.3520408163265309,0.178911564625851,0.41277072053311187,0.24217740893825887,0.38977519941986866,0.0,0.8010204081632645,0.2585858585858583,0.0,0.30949198367926006,0.5190544523563914,0.12770825373049133,0.8143516814794147,0.4840337909465983,0.3154446871420112,0.09649832565852884,0.27934665808483866,0.4556563769693198,0.26215804162793926,0.2851391427285513,0.49362571093816326,0.1835118475596706,0.06034521379928434,0.544746989976342,0.30582155105509423,0.011714381621512364,0.2070251861878158,0.0,0.16693235599845963
128.txt,0.4369369369369369,0.4551980994076215,0.21002710027100238,0.44308943089430874,0.2570154733805393,0.42392217302313573,0.34308943089430827,0.3848780487804875,0.34552845528455256,0.46161768895316996,0.3266162398536036,0.07384823848238478,0.086720867208672,0.28861788617886164,0.38307030129124775,0.3084648493543758,0.14634146341463408,0.47491220474334933,0.5528455284552837,0.23035230352303485,0.3231707317073165,0.1663956639566394,0.0,0.4308943089430903,0.24898373983739872,0.07757452574525742,0.0,0.0829268292682927,0.48780487804878003,0.0,0.35060975609756134,0.2024390243902437,0.4407665505226469,0.05081300813008125,0.511941056910569,0.21815718157181557,0.0,0.1804878048780488,0.0,0.24119241192411922,0.38504968383016963,0.0,0.3231707317073177,0.36097560975609705,0.0,0.0,0.0,0.07418699186991863,0.14092140921409196,0.19136960600375244,0.0,0.0,0.06016260162601618,0.2113821138211378,0.24157955865272882,0.14024390243902432,0.40263259775454807,0.3893881044073599,0.29132791327913254,0.0,0.12311265969802543,0.17682926829268264,0.0,0.23014383989993717,0.1056910569105689,0.097560975609756,0.3658536585365854,0.22113821138211356,0.0,0.1995934959349589,0.15243902439024376,0.24390243902439027,0.24390243902439002,0.29810298102981025,0.19783197831978303,0.20731707317073225,0.5614837398373991,0.06481481481481476,0.0,0.1602787456445989,0.09186991869918684,0.0,0.3730272596843605,0.3130081300813005,0.4270325203252018,0.28861788617886164,0.33373532524427196,0.2764227642276422,0.24390243902439027,0.1043360433604334,0.2459349593495934,0.0,0.31542174796747957,0.16345742404792454,0.366791744840526,0.3658536585365854,0.18211382113821137,0.26829268292682906,0.40108401084010836,0.31894934333958797,0.0,0.2585365853658535,1.0,0.09078590785907846,0.0,0.37398373983739813,0.42764227642276376,0.40114277418284566,0.4212977256354843,0.32900829515909363,0.0,0.0,0.20595333869670168,0.0,0.1263125092377533,0.2870015716699269,0.4238999219654603,0.5105659021849969,0.4146679247020237,0.24428729425008175,0.06422098037628321,0.15215766962374952,0.5584450643324772,0.4961560955088907,0.053183900542299954,0.656481550277872,0.14397543225802306,0.2021443194677309,0.23762405767358508,0.15188000079946187,1.0,0.34296327438653945,0.48561300758066367,0.22463023264097437
129.txt,0.5495495495495495,0.41820904273052334,0.1745495495495491,0.42961711711711736,0.2746294681778545,0.4716717720729726,0.4277027027027025,0.10662162162162125,0.5743243243243247,0.6856469002695429,0.38317436490436857,0.18412162162162105,0.0,0.13706563706563699,0.10612082670906162,0.17945151033386306,0.04054054054053962,0.4733727810650889,0.34459459459459435,0.11486486486486439,0.08952702702702489,0.13828828828828815,0.3699324324324311,0.05968468468468435,0.23648648648648685,0.38682432432432506,0.15765765765765619,0.13783783783783685,0.168918918918919,0.0,0.40793918918919003,0.1121621621621612,0.499517374517374,0.3378378378378375,0.4909206081081079,0.0,0.0,0.47500000000000053,0.0,0.0,0.4654654654654639,0.04747510668563189,0.1193693693693696,0.1499999999999994,0.0,0.0,0.0,0.0,0.05855855855855718,0.19438669438669487,0.0,0.0,0.049999999999998816,0.439189189189189,0.0,0.46621621621621595,0.543758043758042,0.3698435277382653,0.19369369369369355,0.16441441441441304,0.46042471042471034,0.3673986486486486,0.22972972972972955,0.1434511434511429,0.08783783783783572,0.0270270270270264,0.10135135135134911,0.18378378378378357,0.0,0.0,0.08445945945945875,0.20270270270270122,0.067567567567566,0.24774774774774774,0.08220720720720531,0.28716216216216334,0.35895270270270296,0.16159909909909853,0.10754504504504266,0.499517374517374,0.0,0.0,0.36168521462639047,0.037162162162161304,0.06452702702702633,0.2398648648648645,0.17835860583085683,0.30630630630630623,0.3040540540540533,0.0867117117117096,0.2043918918918903,0.2331081081081028,0.302470439189189,0.0,0.4303534303534311,0.5067567567567576,0.07567567567567399,0.14864864864864852,0.0,0.4948024948024956,0.0,0.3581081081081084,0.09234234234234029,0.30180180180180133,0.11824324324324038,0.466216216216217,0.5331081081081079,0.6450031025923884,0.5399044218268889,0.258684318836603,0.0,0.0,0.1101928374655645,0.08459595959595759,0.014510501770682971,0.2753812890705537,0.6158059817777695,0.8982918296835387,0.5712251921795848,0.267791335296672,0.0396706936995411,0.16897810943899927,0.4235098525198343,0.4617781898365933,0.03836063312024123,0.6561120169660657,0.39292770567045715,0.19938122863595303,0.2914889763701027,0.026172940966625053,0.080761650217542,0.24930469611912875,0.48561300758066367,0.19494666077052578
101.txt,0.2725225225225225,0.4930062966687379,0.12799339388934722,0.5775529865125241,0.10441916837590876,0.2676932531699141,0.34150289017340973,0.12161849710982664,0.19653179190751455,0.27421591387127214,0.38817110318141906,0.10500963391136718,0.0,0.1758876961189096,0.1815708942536547,0.3509010540632442,0.06936416184971042,0.06731196771214569,0.5240847784200383,0.06551059730250422,0.30635838150289,0.29576107899807275,0.0,0.20423892100192742,0.2528901734104049,0.11030828516377561,0.0,0.23583815028901767,0.115606936416185,0.0,0.34898843930635876,0.19190751445086707,0.3418662262592894,0.14450867052023125,0.5039739884393055,0.0,0.0,0.727167630057804,0.0,0.0,0.44797687861271457,0.0,0.25529865125240886,0.42774566473988357,0.0,0.0,0.0,0.0,0.0,0.21164962205424645,0.08208092485549065,0.0,0.17109826589595373,0.15028901734103906,0.1717588769611874,0.29913294797687795,0.21469859620148582,0.15819896562214805,0.1657032755298652,0.42196531791907405,0.262592898431048,0.37716763005780335,0.0,0.16362827923521564,0.0,0.0462427745664736,0.0,0.31445086705202313,0.1310211946050086,0.0,0.072254335260115,0.0,0.115606936416184,0.3179190751445081,0.1406551059730239,0.14739884393063596,0.18424855491329437,0.6451509312780983,0.0,0.17093311312964418,0.13063583815028781,0.302504816955681,0.26521591295477687,0.0635838150289012,0.11040462427745641,0.23451692815854683,0.47719650262769636,0.1310211946050086,0.0,0.14836223506743595,0.0,0.0,0.06900289017341034,0.058107696988134595,0.3374833259226326,0.0,0.1294797687861262,0.25433526011560703,0.0,0.2721209426411741,0.15251222765673508,0.0,0.0,0.0,0.0,0.0,0.50674373795761,0.37530966143682837,0.45848881734591584,0.42746398286435244,0.0,0.9075144508670482,0.16815554387808698,0.0,0.2938218738374934,0.23070080714446964,0.2934739631551056,0.5774468514706677,0.3031113189364627,0.2709154628330281,0.0980113352467323,0.21369234925670202,0.6285688659638334,0.4383801822168304,0.0,0.9816400886654902,0.21895270058609376,0.19220968611041223,0.21696522311930455,0.3065871638722803,0.05621970346287681,0.3366292873901257,0.6574780873569513,0.2248069274263288
