filename,basic_ntokens,basic_ntypes,basic_ncontent_tokens,basic_ncontent_types,basic_nfunction_tokens,basic_nfunction_types,lexical_density_types,lexical_density_tokens,simple_ttr_aw,simple_ttr_cw,simple_ttr_fw,root_ttr_aw,root_ttr_cw,root_ttr_fw,log_ttr_aw,log_ttr_cw,log_ttr_fw,maas_ttr_aw,maas_ttr_cw,maas_ttr_fw,mattr50_aw,mattr50_cw,mattr50_fw,msttr50_aw,msttr50_cw,msttr50_fw,hdd42_aw,hdd42_cw,hdd42_fw,mtld_original_aw,mtld_original_cw,mtld_original_fw,mtld_ma_bi_aw,mtld_ma_bi_cw,mtld_ma_bi_fw,mtld_ma_wrap_aw,mtld_ma_wrap_cw,mtld_ma_wrap_fw
504.txt,91,57,37,24,54,33,0.42105263157894735,0.4065934065934066,0.6263736263736264,0.6486486486486487,0.6111111111111112,5.9752235693149345,3.945575695328575,4.490731195102493,0.8962928820978672,0.8801235329165102,0.8765408737289972,0.05293768590527816,0.07644199419230363,0.07126504905190775,0.7014285714285712,0.6486486486486487,0.596,0.7,0.6486486486486487,0.6,0.7451507415457902,0.0,0.6498529713449639,51.46248249732312,19.747335495829475,30.35844573881055,40.20423253442121,21.525,20.36297760210804,48.61538461538461,21.10810810810811,27.796296296296298
510.txt,236,116,97,66,139,50,0.5689655172413793,0.4110169491525424,0.4915254237288136,0.6804123711340206,0.3597122302158273,7.550956836887785,6.701284689881886,4.2409446483998545,0.8700103445230565,0.9158293850067599,0.7927943400738874,0.054780647286641546,0.04236551866605149,0.09668886089892821,0.8051336898395719,0.8000000000000003,0.6117777777777772,0.8200000000000001,0.8,0.63,0.8082987631062377,0.815431408453766,0.6274004808901337,69.05612320450172,69.58427412943234,25.693939393939395,75.62559203005063,73.27370689655172,27.510787151916183,71.61440677966101,73.94845360824742,26.633093525179856
1251.txt,325,195,164,142,161,53,0.7282051282051282,0.5046153846153846,0.6,0.8658536585365854,0.32919254658385094,10.816653826391969,11.088337094091031,4.176985153067234,0.9116803140373911,0.9717562465093049,0.7813375256870079,0.03516074326325044,0.012752029230228076,0.09908460684998616,0.8445652173913047,0.9580869565217397,0.5253571428571427,0.84,0.9733333333333333,0.54,0.8484246235287466,0.9639475876694698,0.5678534575111865,119.91185383897017,342.3127272727273,20.6612460815047,112.78754681647939,0.0,20.91242478451781,116.01538461538462,198.0,20.96273291925466
921.txt,98,72,52,45,46,27,0.625,0.5306122448979592,0.7346938775510204,0.8653846153846154,0.5869565217391305,7.273098320775917,6.240377207533828,3.9809328161822224,0.9327582232395878,0.963408678606387,0.8608371807886335,0.03376903184487844,0.021323572316651853,0.08369397909894606,0.821224489795919,0.8666666666666667,0.5869565217391305,0.78,0.88,0.5869565217391305,0.8547239111892703,0.8855957767722481,0.608751971542669,103.42769230769233,108.16000000000004,23.28048780487805,0.0,0.0,21.142105263157895,98.38541666666667,63.0,23.847826086956523
706.txt,211,122,121,87,90,35,0.7131147540983607,0.5734597156398105,0.5781990521327014,0.71900826446281,0.3888888888888889,8.398826368022474,7.909090909090909,3.689323936863109,0.8976360966453747,0.9312141713017388,0.7901107651134204,0.04404107733176285,0.033025884317504174,0.10740183670797192,0.8175308641975305,0.857222222222223,0.5263414634146341,0.79,0.83,0.52,0.827358437427161,0.8563618705062497,0.5383907071796079,88.21434458646566,120.57294117647061,17.835299305479,93.62422360248448,121.0,16.954608454608454,83.75829383886256,104.81818181818181,16.27777777777778
29.txt,120,77,56,47,64,30,0.6103896103896104,0.4666666666666667,0.6416666666666667,0.8392857142857143,0.46875,7.029106154649631,6.280639184941973,3.75,0.9073238462296475,0.9564748368624921,0.8178150992680865,0.04457338865792643,0.024897300785228133,0.10086752336760149,0.809859154929578,0.8828571428571428,0.5293333333333333,0.8,0.88,0.54,0.7927358120658499,0.8767436267436276,0.5449225247782622,73.5585909417685,97.56444444444445,17.268478343609655,78.40523255813955,0.0,19.915513626834382,72.925,66.0,17.953125
869.txt,104,52,45,26,59,26,0.5,0.4326923076923077,0.5,0.5777777777777777,0.4406779661016949,5.099019513592785,3.8758511609996353,3.3849116855014207,0.850756063472588,0.8558931995618198,0.7990353449460109,0.07399180450794952,0.08716774113274285,0.11348472584540299,0.6654545454545457,0.5777777777777777,0.462,0.7,0.5777777777777777,0.5,0.7151990097360627,0.5961726903587368,0.5326823153097094,41.0713587487781,26.148648648648646,17.77564102564103,35.395699691138034,19.254545454545458,16.25398936170213,38.39423076923077,23.066666666666666,16.93220338983051
855.txt,293,148,152,111,141,37,0.75,0.5187713310580204,0.5051194539249146,0.7302631578947368,0.2624113475177305,8.646252319987392,9.003288872757322,3.11596210794612,0.8797641581932251,0.9374287827448194,0.7296611661569804,0.04874028943211616,0.028678140633408407,0.12578467790983558,0.7739344262295086,0.8893203883495143,0.4102173913043479,0.756,0.9066666666666666,0.42000000000000004,0.8040310730903464,0.8961353274926197,0.4864310684355278,70.40467681789931,157.78341463414634,16.159932090081135,62.81188270513637,139.0,15.472634568219956,74.89419795221843,154.12,16.23404255319149
114.txt,275,167,167,131,108,36,0.7844311377245509,0.6072727272727273,0.6072727272727273,0.7844311377245509,0.3333333333333333,10.070478908897304,10.137084346197193,3.4641016151377544,0.9111985735973772,0.952560222205319,0.7653606369886217,0.03640398319885833,0.021343153033903585,0.11539127659851134,0.8587610619469027,0.920677966101695,0.5125423728813556,0.8560000000000001,0.9333333333333332,0.49,0.8531127665318032,0.9224684641631831,0.5156198929716443,121.7316513761468,216.91444444444443,15.761746938856152,133.85026455026454,0.0,16.370670995670995,137.2509090909091,182.0,16.37037037037037
672.txt,121,85,61,47,60,38,0.5529411764705883,0.5041322314049587,0.7024793388429752,0.7704918032786885,0.6333333333333333,7.7272727272727275,6.017733356846111,4.905778905196061,0.9263647388790446,0.9365764382275241,0.8884416307532698,0.03535422428561017,0.035524842821042873,0.06273840272173754,0.8427777777777778,0.79,0.6254545454545455,0.84,0.78,0.62,0.8579388916893635,0.8240124172423376,0.6992970045324773,121.0,74.42,39.83164983164983,88.97140762463343,0.0,23.972610722610725,105.0,66.0,35.63333333333333
