"filename","av_nsubj_pass_deps","av_pobj_deps","av_ncomp_deps","av_nsubj_deps_NN","av_nsubj_pass_deps_NN","av_pobj_deps_NN","nsubj_stdev","dobj_stdev","ncomp_stdev","nsubj_NN_stdev","dobj_NN_stdev","pobj_NN_stdev","det_all_nominal_deps_struct","amod_all_nominal_deps_struct","prep_all_nominal_deps_struct","poss_all_nominal_deps_struct","vmod_all_nominal_deps_struct","rcmod_all_nominal_deps_struct","advmod_all_nominal_deps_struct","conj_and_all_nominal_deps_struct","prep_all_nominal_deps_NN_struct","advmod_all_nominal_deps_NN_struct","det_nsubj_deps_struct","poss_nsubj_deps_struct","advmod_nsubj_deps_struct","conj_and_nsubj_deps_struct","det_nsubj_deps_NN_struct","amod_nsubj_deps_NN_struct","poss_nsubj_deps_NN_struct","rcmod_nsubj_deps_NN_struct","conj_and_nsubj_deps_NN_struct","det_dobj_deps_struct","amod_dobj_deps_struct","poss_dobj_deps_struct","conj_and_dobj_deps_struct","det_pobj_deps_struct","amod_pobj_deps_struct","prep_pobj_deps_struct","poss_pobj_deps_struct","advmod_pobj_deps_struct","conj_and_pobj_deps_struct","cl_ndeps_std_dev","advcl_per_cl","conj_per_cl","dobj_per_cl","iobj_per_cl","mark_per_cl","ncomp_per_cl","nsubj_per_cl","nsubjpass_per_cl","prep_per_cl","prepc_per_cl","prt_per_cl","tmod_per_cl","xcomp_per_cl","advmod_per_cl","modal_per_cl","acad_av_lemma_freq","acad_collexeme_ratio","acad_lemma_ttr","acad_construction_ttr","acad_lemma_construction_ttr","acad_lemma_construction_attested","news_av_lemma_construction_freq","news_av_faith_const_cue","news_collexeme_ratio","news_lemma_construction_attested","mag_collexeme_ratio","fic_collexeme_ratio","all_av_lemma_freq_stdev","all_av_construction_freq_stdev","all_av_lemma_construction_freq_stdev","all_av_approx_collexeme_stdev","all_av_faith_verb_cue_stdev","all_av_faith_const_cue_stdev","acad_av_faith_verb_cue_stdev","acad_av_faith_const_cue_stdev","acad_av_delta_p_verb_cue_stdev","news_av_faith_const_cue_stdev"
"223.txt",0,0.269230769230769,0.285714285714286,0.375,0,0.358974358975385,0.32698851295365,0.411877235524425,0,0.2,0.319438282499848,0.497519097649066,0.414431673052876,0.1655172413792,0.360742705570495,0.3448275862075,0.133004926107649,0.0574712643676667,0.142241379310117,0.1293103448275,0.560271646859,0,0,0,0,0.12000000000012,0,0,0,0,0.437499999999672,0.4375,0.125,0.1875,0.166666666666667,0.25,0.125,0.135416666666802,0.374999999999812,0,0.135416666666802,0.34868980566865,0.346153846155346,0.115384615384592,0.384615384615333,0,0.173076923077413,0.0576923076922212,0.6769230769232,0,0.358974358974667,0,0,0.153846153846,0.438461538462737,0.230769230768885,0.12307692307696,0.155541949865179,0.242424242424091,0.807692307692,0.84,1,0.807692307692,0.148859722399793,0.260629007318165,0.8,0.884615384615,0.730769230769231,0.703703703703704,0.5336812039976,0.692493960963755,0.555874635078142,0.0655999106735739,0.422476675429813,0.37397609189104,0.386899157783887,0.319359614504123,0.330773135522616,0.410235698633774
"225.txt",0,0.433048433049231,0.4,0.08333333333325,0,0.443076923076923,0.30876272902003,0.433012180481581,0.373302610102462,0.2614197269652,0.382831314257072,0.647964084304402,0.397306397306059,0.08484848484848,0.158508158508195,0.246212121212,0.292207792207051,0.202020202020333,0.125,0.03787878787875,0.114643043251428,0.079207920792,0.049999999999925,0.15000000000015,0.241666666666002,0,0.0444444444444,0.0148148148148,0.0666666666667,0,0,0.282051282051,0.0128205128205,0.128205128205,0,0.37037037037,0.148148148148,0.0802469135802469,0.222222222221889,0,0.0802469135802469,0.401822633586754,0.247058823529747,0.211764705881894,0.305882352941333,0.058823529412,0.264705882352368,0.0882352941176559,0.5458823529408,0,0.235294117646667,0.058823529412,0.188235294117867,0,0.625882352941024,0.352941176470324,0.03764705882352,0.289718606794732,0.0818181818181818,0.506666666667,0.710526315789,0.894736842105,0.670588235294,0.156799147982914,0.166363515420173,0.1511111111112,0.682352941176,0.118881118881154,0.148148148148148,0.741859150192877,0.692564816327207,0.586265445603634,0.0646076621131891,0.47811492111396,0.237432741760868,0.464470803150938,0.237586434210937,0.493710124644512,0.277306751337401
"226.txt",0,0.241758241758154,0.428571428571429,0.25,0,0.376068376067692,0.36611482138211,0.61483491932546,0.311085508418908,0.3958973274444,0.583965118856945,0.435516386612244,0.345029239765903,0.2105263157888,0.137651821862426,0.2631578947375,0.406015037593069,0.263157894737,0.108552631578709,0.23026315789475,0.175438596491111,0.121212121212,0.128571428571386,0.257142857143157,0,0,0.375,0.166666666666667,0.375,0,0,0.3,0.1,0.05,0.666666666666667,0.0714285714286,0.142857142857,0,0.428571428570786,0,0,0.529362388313578,0.0681818181819682,0.374999999999812,0.30303030303,0.4545454545455,0.102272727272649,0.102272727272649,0.5818181818184,0,0.212121212121333,0,0,0,0.345454545454373,0.306818181817347,0.0727272727272,0.432200493091522,0.204545454545455,0.545454545455,0.74358974359,0.818181818182,0.75,0.319570268865178,0.282823057700351,0.38,0.772727272727,0.201923076923077,0.425925925925926,0.876328198701054,0.735943661703854,0.795784259824963,0.719737449476652,0.409612390136025,0.457349035607137,0.446868820386702,0.654145961332533,0.314871622735722,0.471313806396048
"227.txt",0,0.263736263736308,0.321428571428571,0.1,0,0.369230769230769,0.266266296750081,0.478417748932595,0.624596644037787,0.2653299832284,0.413867374499156,0.597022917180431,0.352449223417793,0.335483870968,0.281224152192162,0.20161290322575,0.124423963133559,0.37634408602,0,0.04032258064525,0.234708392602875,0,0.0517241379310241,0,0,0,0.1,0,0,0.2,0,0.461538461538,0.3076923076925,0.230769230769,0,0.142857142857,0.357142857143,0.154761904762121,0.214285714285393,0,0.154761904762121,0.448895365426017,0.363636363636364,0.0454545454544773,0.262626262626,0.151515151515,0.318181818181341,0.181818181817909,0.678787878788,0.111111111111111,0.242424242424,0,0.484848484848533,0.121212121212,0.115151515151331,0.454545454544773,0.2909090909088,0.466038220804536,0.227272727272727,0.454545454545,0.935483870968,0.928571428571,0.848484848485,0.174504852783317,0.36035390413885,0.28,0.878787878788,0.205128205128077,0.16049382716037,0.857556316516106,0.441808654274424,0.596781229962962,0.763151500631106,0.201947418551126,0.56999286045286,0.144634209952452,0.825260907925871,0.155511803543981,0.527426447928597
"228.txt",0,0.384615384615385,0.428571428571429,0.1,0,0.410256410255385,0.305142990905002,0.296499726664924,0.269407953040054,0.2490799396308,0.181369062527374,0.481831522590178,0.514161220043521,0.2196078431376,0.341880341880852,0.3431372549025,0,0.0653594771243333,0.161764705882887,0.1470588235295,0.380886426591078,0.1052631578948,0.0652173913043674,0.391304347827391,0,0.13043478260893,0.0666666666667,0.0444444444444667,0.2,0,0.116666666666637,0.25,0.0625,0.125,0.333333333333333,0.4375,0.25,0.270833333333604,0.187499999999906,0.3125,0,0.333333333332848,0.111111111111111,0.111111111111094,0.197530864197333,0,0.222222222221889,0.222222222221889,0.6222222222224,0,0.345679012345333,0.185185185185,0,0,0.281481481481411,0.222222222221889,0.2370370370368,0.568257463146894,0.102272727272727,0.62962962963,0.826086956522,0.857142857143,0.777777777778,0.284938068813979,0.143581419757521,0.1333333333332,0.777777777778,0.115384615384615,0.185185185185185,0.948606981283926,0.432909975460988,0.754840214760649,0.106856482587064,0.309985304147199,0.157858790024312,0.159336817165752,0.141602526019337,0.159995299159157,0.144253052817273
"229.txt",0,1,0.285714285714286,0.1785714285715,0,1,0.500000000001061,0.197666484443143,0.381000381000175,0.412063002912,0.17099639201406,0.459619407771479,0.874074074074204,0.4,0.523076923077567,0.125,0,0,0.825000000000825,0,0.32163742689984,0.2222222222224,0.333333333332833,0.333333333333333,0.80555555555334,0,0.285714285714,0.190476190476,0.142857142857,0,0,0.666666666667,0,0,0,0.25,0.25,0.541666666667208,0,0,0,0.238493081507327,0,0.136363636363582,0.181818181818,0,0,0.545454545453727,0.6545454545456,0,0.121212121212133,0,0,0,0,0,0,0.89836321329384,0,0.4,0.7,0.625,0.727272727273,0.781793133598409,0.0123476862903846,0,0.818181818182,0,0,1,0.579813584437594,1,0.000186348068857537,0.0969485936675381,0.00880950164241458,0.0632306332748583,0.00339871451159221,0.0508875046157501,0.00339723225778473
"23.txt",0.125,0.34188034188,0.333333333332857,0.275,0.1333333333332,0.290598290598154,0.419547861589357,0.468228098869392,0.179605302026576,0.3142696805272,0.392919794503401,0.432237672077227,0.761503928171039,0.4121212121216,0.369852369854199,0.0757575757575,0.467532467531436,0.050505050505,0.500000000000825,0,0.289473684210145,0.24,0.409090909090295,0,0,0,0.6,0.133333333333333,0,0,0,0.333333333333,0.1944444444445,0.111111111111,0,0.388888888889,0.388888888889,0,0,0,0,0.427077836992856,0.272727272727573,0.204545454545898,0.272727272727333,0,0.272727272726864,0.136363636363582,0.3454545454544,0.3333333333337,0.151515151514667,0.2272727272725,0,0,0.863636363636882,0.170454545453915,0.2181818181824,0.365233609588147,0.121212121212273,0.522727272727,0.815789473684,0.969696969697,0.75,0.106949179462698,0.0466086100474676,0.2533333333332,0.727272727273,0.243589743589615,0.138888888888889,0.836490795697021,0.614365370811931,0.456999779563702,0.0157362956595602,0.687452699708577,0.212242478404155,0.578886756241155,0.0617139786263845,0.573550229838795,0.0508991679028626
"230.txt",0,0.378698224852308,0.314285714285714,0.14285714285725,0,0.378698224852308,0.24134423842359,0.401834769376289,0.444318978706309,0.291372543634,0.355409326655105,0.493595344018088,0.296296296296377,0.2711864406784,0.17731421121267,0.42372881356,0,0,0.13983050847494,0.16949152542375,0.248120300751595,0.1142857142856,0.0555555555554722,0.222222222222522,0,0,0.142857142857,0.095238095238,0.285714285714,0,0,0.142857142857,0.0714285714285,0.142857142857,0.380952380952,0.0769230769231,0.230769230769,0,0.692307692306654,0.3846153846155,0.333333333333333,0.356152765836894,0.206896551724407,0.155172413792922,0.32183908046,0,0,0.310344827585845,0.6896551724136,0,0.32183908046,0,0,0,0.131034482758581,0.413793103448793,0.5517241379312,0.399553423059823,0.136363636363636,0.64,0.777777777778,0.818181818182,0.758620689655,0.38628865597107,0.222080465219913,0.13,0.793103448276,0.125,0.0814814814814815,0.835340265610451,0.729256550296208,0.893706112053635,0.0356680016028582,0.527175476468302,0.256885395996809,0.373801259149468,0.22395775603218,0.441157063325149,0.266613970980247
"231.txt",0.5,0.442307692307692,0.285714285714286,0.1785714285715,0.4,0.471794871793846,0.290008514136952,0.416717538612448,0.311085508418908,0.3590109871424,0.404425446181094,0.567710268969643,0.405820105819542,0.2742857142864,0.298901098901517,0.285714285715,0.110204081632228,0.142857142857,0.235714285714286,0.03571428571425,0.445344129553625,0.2051282051284,0.049999999999925,0.1,0.241666666666002,0,0.142857142857,0,0.142857142857,0.285714285714,0,0.388888888889,0.0555555555555,0.0555555555556,0.148148148148267,0.1875,0.5,0.135416666666802,0.468749999999766,0.3125,0,0.329312452203351,0.15000000000015,0.0749999999999625,0.3,0,0.262499999999869,0.112499999999944,0.56,0.183333333333517,0.3,0,0,0.1,0.569999999999658,0.0749999999999625,0.28,0.293854773250651,0.170454545454545,0.717948717949,0.74358974359,0.857142857143,0.7,0.276300027423999,0.101830008120038,0.136,0.775,0.115384615384615,0.259259259259259,0.765643177392552,0.696400168753782,0.749724071930402,0.0377472202848561,0.658626605870196,0.235011666878205,0.658910815304761,0.14496693587939,0.569538446991302,0.199810029799809
"232.txt",0,0.299595141700308,0.371428571428571,0.2884615384625,0,0.307692307692308,0.441388965370554,0.424628645325327,0.388545675481786,0.410512740436,0.335830247129658,0.51604556998684,0.397306397306059,0.14545454545456,0.253613053613461,0.3181818181825,0.0701298701296768,0.090909090909,0.375,0.022727272727275,0.368421052631884,0.218181818182,0.149999999999925,0.18000000000018,0.434999999999239,0,0.384615384615,0.102564102564,0.230769230769,0.1538461538462,0,0.142857142857,0.0357142857143,0.0714285714286,0,0.263157894737,0.131578947368,0.228070175439395,0.315789473683342,0.1315789473685,0,0.446144780270129,0.295081967213395,0.0491803278688254,0.153005464480667,0.1639344262295,0.196721311475902,0.172131147541414,0.6557377049184,0.0601092896177268,0.524590163934667,0,0,0.065573770492,0.311475409836053,0.614754098360693,0.2098360655744,0.376130616310128,0.954545454545455,0.491525423729,0.865384615385,0.878048780488,0.672131147541,0.222653742590706,0.179579981796323,1,0.704918032787,1,0.320987654321111,0.836663235435945,0.426052976646903,0.655419775944837,0.0315670132674004,0.556111859402369,0.252825477770291,0.486053035512225,0.373523246011482,0.491466388411181,0.313033389803969
