"filename","KF_Freq_AW","KF_Freq_AW_Log","KF_Ncats_AW","TL_Freq_AW_Log","Brown_Freq_AW","Brown_Freq_AW_Log","KF_Freq_CW","KF_Freq_CW_Log","TL_Freq_CW","TL_Freq_CW_Log","Brown_Freq_CW","Brown_Freq_CW_Log","MRC_Concreteness_AW","MRC_Meaningfulness_AW","MRC_Concreteness_CW","Kuperman_AoA_AW","Brysbaert_Concreteness_Combined_AW","Brysbaert_Concreteness_Combined_CW","SUBTLEXus_Freq_AW","SUBTLEXus_Range_AW","SUBTLEXus_Range_AW_Log","SUBTLEXus_Freq_CW","SUBTLEXus_Freq_FW","BNC_Spoken_Bigram_Normed_Freq","BNC_Spoken_Bigram_Normed_Freq_Log","BNC_Written_Bigram_Freq_Normed","BNC_Written_Bigram_Freq_Normed_Log","BNC_Spoken_Bigram_Proportion","BNC_Spoken_Trigram_Proportion","BNC_Written_Trigram_Proportion","COCA_Academic_Range_AW","COCA_Academic_Range_Log_AW","COCA_Academic_Range_CW","COCA_Academic_Frequency_CW","COCA_Academic_Range_Log_FW","COCA_fiction_Range_AW","COCA_fiction_Range_CW","COCA_fiction_Range_Log_FW","COCA_news_Range_Log_AW","COCA_academic_bi_prop_10k","COCA_Fiction_Bigram_Frequency","COCA_Fiction_Bigram_Range","COCA_fiction_bi_MI","COCA_fiction_bi_MI2","COCA_fiction_bi_DP","COCA_fiction_bi_prop_10k","COCA_Magazine_Bigram_Range","COCA_Magazine_Bigram_Frequency_Log","COCA_spoken_Bigram_Range","COCA_spoken_bi_MI2","COCA_academic_tri_prop_60k","COCA_fiction_tri_DP","COCA_fiction_tri_2_DP","COCA_fiction_tri_prop_10k","COCA_magazine_tri_DP","eat_types","eat_tokens","USF","McD_CD","Sem_D","eat_types_CW","eat_tokens_CW","USF_CW","Sem_D_CW","USF_FW","McD_CD_FW","All_AWL_Normed","All_AFL_Normed","Spoken_AFL_Normed","Ortho_N","Phono_N","OG_N","OG_N_H","Freq_N","Freq_N_P","OLD","OLDF","PLD","PLDF","Freq_HAL_CW","Phono_N_CW","OG_N_CW","OG_N_H_CW","Freq_N_P_CW","OLDF_CW","PLDF_CW","BG_Mean","LD_Mean_RT","LD_Mean_RT_SD","LD_Mean_Accuracy","WN_Mean_RT","WN_Mean_Accuracy","BG_Mean_CW","LD_Mean_RT_SD_CW","WN_Mean_RT_CW","WN_SD_CW","lsa_average_top_three_cosine","lsa_average_all_cosine","aoe_index_above_threshold_40","content_poly","poly_noun","poly_verb","poly_adj","poly_adv","hyper_noun_S1_P1","hyper_noun_Sav_P1","hyper_verb_S1_P1","hyper_verb_noun_s1_p1"
"0.txt",0.587738412898377,0.70092229880423,0.581870306293954,0.693223407235854,0.627653958136357,0.800577404137774,0.35255485061186,0.41237164078066,0.566466611798157,0.55080966527364,0.374668445024464,0.495247448183137,0.369433280406404,0.362985314640449,0.554039192430412,0.388966338289926,0.459245920491847,0.606004695498311,0.554146023947934,0.740397559258704,0.748285602794763,0.378008879787863,0.404771706118539,0.298482410448885,0.495623937011118,0.248895500760073,0.46930292174934,0.815258482106182,0.648131261218177,0.580311271898283,0.764256449187982,0.668830517079493,0.459148422156519,0.272366084055244,0.71140819200873,0.820908468175996,0.631505088335732,0.658285869768755,0.728049371885919,0.628203729960774,0.380391530033448,0.599588856808724,0.504089038935109,0.721028598424251,0.312850207531819,0.840637402213083,0.550985699780668,0.632831003759066,0.38559736171672,0.500406614369189,0.462288500142779,0.173138416120364,0.32893668409724,0.477988105977913,0.168536949942492,0.463690832738196,0.515529642937251,0.205708722806758,0.531396704524692,0.677579808251247,0.39500584599756,0.617969107841884,0.232298224281901,0.486515563972288,0.469757561687737,0.487658584234598,0.0369905956112165,0.157993730407958,0,0.545683646928667,0.406717851900441,0.510062800564144,0.467138579942421,0.395720362115737,0.529414681650618,0.202414508656144,0.602440582420098,0.269824760664472,0.681196396120453,0.183169065582764,0.599491328908331,0.48886138613874,0.29609542502207,0.43839436835073,0.572632981935373,0.672631956727519,0.347677993117563,0.463507601210884,0.518359800094654,0.367316700115524,0.356649443844532,0.568865903372284,0.436935922482214,0.445134695492983,0.405253756912565,0.498933499271198,0.660996303496894,0.569262744106787,0.299138584671708,0.659207859034983,0.434838709678035,0.714371815582378,0.330316742081176,0.539152759948781,0.807321571494505,0.479043341440508,0.15491853990228,0.692102123599366
"10.txt",0.464573569942089,0.65882645856099,0.571259736716305,0.702016752608788,0.714711028817732,0.740088747402118,0.135851732573392,0.202919650999403,0.352589770384474,0.514911129738932,0.153160351993657,0.284965231145216,0.504265702662214,0.416215057522578,0.692665570496935,0.421118632239231,0.500332459231019,0.68410611846404,0.628350784961392,0.624668547498329,0.652518762700518,0.142099580050751,0.527039521078996,0.173354367794886,0.529066613532707,0.0539352273925996,0.454529239112979,0.573072858856198,0.435137895812564,0.335008156606396,0.556719278305631,0.517408607376166,0.100875465105797,0.0190538928000435,0.767059730458451,0.747388071388769,0.455952255753416,0.854135313103424,0.602520185152503,0.420305614376007,0.21246963404283,0.529436961783289,0.420318964578757,0.647283743016269,0.197118264556005,0.704755825089454,0.37479155277356,0.631119331884883,0.348194807018225,0.572462513458335,0.300606060606133,0.0756855223543998,0.277361812718361,0.394824153947995,0.0791371940989074,0.336680823805266,0.431128848347363,0.320543099817701,0.828505251097535,0.423097484495777,0.239316870869215,0.536215168599831,0.250364445775164,0.143099368708929,0.22109846888622,0.729333760402537,0.231372549020043,0,0,0.565926325235174,0.358311173970785,0.641104924220907,0.587704642573052,0.320344596607915,0.46138793472632,0.194210332974023,0.578089662661114,0.128635175419805,0.541672840970474,0.0588780393743233,0.507848845522799,0.5849117520454,0.180751594027311,0.267921201243493,0.403132003938841,0.379348871384044,0.434031055364736,0.393092750154429,0.483438485416039,0.45562003009541,0.528237061627234,0.721690479716656,0.314913815550353,0.231139235879569,0.633913609133995,0.52060854969289,0.472961443895793,0.371749141193434,0.348159604083414,0.571259908923377,0.16000000000036,0.567582121699716,0.392156862745294,0.540069686410976,0.770945702983793,0.768498935407539,0.332439678281538,0.565319865318292
"100.txt",0.393041242838669,0.754647648738649,0.756498490959942,0.749830123980818,0.55911207126055,0.753187445141024,0.53139106191818,0.689993154679542,0.59633150540533,0.681094617367879,0.475253805221585,0.590613106561299,0.27081936835676,0.707771507424047,0.228537866677081,0.405119911103922,0.282521092170112,0.258233231078491,0.530364962722214,0.769611907626623,0.792669772552396,0.666029435901693,0.499038936672074,0.125502627156405,0.601101731912926,0.0552575345141234,0.433927628814863,0.450795446705173,0.432147257353521,0.332598958420594,0.577741847005102,0.681773019098801,0.598780370424416,0.5016940948781,0.545794132119411,0.663969337093368,0.593641260492304,0.883435644247988,0.503754359299452,0.539973321476204,0.158210597388534,0.554980670322645,0.332751619692034,0.525604126115654,0.283971695209629,0.516933880037272,0.450596443963762,0.670017136862903,0.321111559003655,0.453897049033929,0.368009996876077,0.112059853441871,0.254114018695522,0.286320196471312,0.11853656455148,0.306503319156154,0.71607753705823,0.34100743767651,0.498217038268453,0.678387328373137,0.322032133913805,0.590649056705512,0.270662407882445,0.768938532415398,0.297836967250316,0.615742662814291,0.120408163265809,0,0,0.566042650047095,0.489321349813566,0.468162849219191,0.550312409171654,0.50848863082313,0.5719269128295,0.184359431829755,0.646541515228085,0.192177044827673,0.561859542402046,0.503911132465759,0.571169574272461,0.376923830997184,0.51477092064673,0.6448306684006,0.662202984545517,0.690997481114586,0.587033600286855,0.357030775218302,0.361258305818272,0.533815163135895,0.376963321750871,0.725112763364713,0.429978256676939,0.159067327077834,0.294491281289693,0.484982515432739,0.375420554261415,0.402223442068924,0.584245241219342,0.412468213609261,0.59028571428539,0.271291578645777,0.424836601307059,0.355691056910976,0.554476806905389,0.407679481583705,0.348937925342757,0.572972972974284
"101.txt",0.278569020917922,0.480694962312501,0.436747021254276,0.575970442672325,0.32002709188565,0.609184667407462,0.486029237005447,0.331405079385647,0.594068549133934,0.538820565849206,0.494898045404246,0.488240755096275,0.132717436084573,0.267666150119561,0.226066136180423,0.654426565499406,0.398507736949376,0.321636369136765,0.279182312375907,0.568561414217625,0.495165372548256,0.560730212387193,0.156904858980262,0.122384014267603,0.486348097161852,0.0997715080816635,0.576188825733557,0.404587240114833,0.507660878447992,0.476892721197506,0.533484766633937,0.466442288209129,0.452688788132852,0.482130000660658,0.518082388476449,0.608026027754084,0.496285143557268,0.579908033097508,0.495409529991616,0.54387808722973,0.212028546969085,0.575957549635355,0.520544774970276,0.62839925518517,0.520254691923265,0.491527145054848,0.436744475535534,0.667548597349517,0.282974692817751,0.591702419004479,0.579740259741474,0.114108599985755,0.448981605278303,0.360982083609606,0.181473914391053,0.409690915704779,0.695384095613009,0.127619586190572,0.674990739845828,0.542602529858421,0.449660563254052,0.76603980554918,0.144581778348817,0.523085402627869,0.0275279998577749,0.664870079240338,0.133333333332704,0,0,0.3441960135475,0.442589711489841,0.399587351718952,0.813129789077719,0.56974945626311,0.445044880010375,0.447962039761569,0.53159750032313,0.352092864144835,0.553673260794129,0.460953140411893,0.458083923830429,0.218247631214797,0.680362554111837,0.531649148563678,0.510448405211701,0.578511066892305,0.219975648235412,0.746510785437247,0.672930014172897,0.231247385082053,0.649472774399111,0.184703803439206,0.325726111761426,0.520977083773721,0.709304658551254,0.73654689870429,0.380763005990654,0.454907162052333,0.702083534049637,0.451003541914236,0.327999999999928,0.501211631661055,0.287197231834118,0.701219512195122,0.436174038117001,0.475999299788077,0.322690714111251,0.494179894178733
"102.txt",0.355707553018508,0.501080536171114,0.529856797836885,0.207469356122454,0.22736903377634,0.339548112980804,0.460841870701806,0.618972144250026,0.384958684147929,0.388829960985687,0.295030209067421,0.340748491003771,0.30880745397229,0.099518655367103,0.344335426832833,0.717774702377107,0.587432980619873,0.486819148459116,0.222150374643555,0.311224656206208,0.316360783987973,0.360030845691782,0.278134976843912,0.110201302053607,0.405822293570613,0.123585670499425,0.535901653170434,0.234359385008412,0.361746374463244,0.310869289153418,0.699006236249606,0.543196339249503,0.747392307867453,0.565326817438414,0.718850459275045,0.346305254748045,0.402962049459362,0.39616601508538,0.291315215355816,0.554913294797082,0.0871207104109668,0.274418614652321,0.509818429644707,0.300689351990978,0.228760288194418,0.15088801240214,0.432343819321045,0.410067747747428,0.247134867636734,0.44052747893207,0.495009980039635,0.207499988384445,0.478713611607325,0.0967302289913786,0.171137865017412,0.487330915875195,0.451316850681981,0.250133058345167,0.519478328823061,0.669277163639642,0.423470631829924,0.420110538261425,0.104517650987958,0.689519761862686,0.198798988621997,0.625842575847859,0.628402366863376,0.298224852071248,0,0.142540087221618,0.15336433924958,0.157822053165864,0.393199333498794,0.245353277945509,0.325594348569343,0.76659943732958,0.262764684107871,0.728975706085661,0.284198542789444,0.407417982433682,0.302837812044967,0.141914191419519,0.290204808974055,0.385130953934938,0.29675373840792,0.322330563920172,0.458550533965729,0.844897350205025,0.682002422361129,0.783202394307359,0.789675303729148,0.683543988252708,0.455588692594384,0.782581114304182,0.790722565194852,0.67716846624695,0.0623366558543723,0.278333473030289,0.679928535486671,0.251697897061592,0.545714285713746,0.238085621971681,0.336134453781765,0.310421286030488,0.646350233727826,0.595874552705669,0.418230563001679,0.834609250398605
"103.txt",0.587469384329912,0.623927386684511,0.424057246404653,0.63818381660069,0.891096382143985,0.864060775266347,0.673932869382889,0.347912639539765,0.963427234352733,0.575265800153823,0.621074029113597,0.53190350837624,0.543278770165443,0.514278138460488,0.418411578824802,0.312812836208399,0.431005772249163,0.542035924834024,0.837392126117186,0.742886393246814,0.792927969369411,0.552824553873981,0.783101686769472,0.261676867790173,0.336212573994723,0.169815440898825,0.473844192106582,0.689501527264264,0.367543659569942,0.238014539349793,0.598613830913842,0.581625790253599,0.469976878188933,0.415406258440266,0.481862092930517,0.828958300920335,0.657135035254816,0.8057735288881,0.694732807908045,0.386026639860866,0.380966872271039,0.568610193779415,0.258460879506679,0.450950835821524,0.238539477767479,0.656133631238792,0.442152004600963,0.369631201152437,0.360568700391835,0.314516507981601,0.310091203295312,0.112713610223358,0.265771992486347,0.250584650272725,0.153895356226121,0.211937866784226,0.532117065755913,0.456199779713501,0.582812707800678,0.595610911777076,0.155797431659031,0.646895855597134,0.224056157880916,0.596450839067565,0.488124377977244,0.575459290096325,0,0,0,0.64321239320086,0.315007555086995,0.482172583370763,0.722589222072266,0.507223840026579,0.623931394582998,0.16025808486267,0.648958266082884,0.234965043882859,0.666597346355517,0.301600651525506,0.485805686096225,0.393087473884804,0.584766781531442,0.519274727410476,0.580984763896393,0.612500674359208,0.285319147884239,0.461827422817191,0.60766619302429,0.508197921231826,0.326310450215324,0.742466662134,0.302373032633671,0.496039229021319,0.250575847516519,0.324323739661953,0.628459335820186,0.504105550472023,0.135106712032359,0.709964135349467,0.49000000000009,0.502234214417639,0.343137254901765,0.767575322812195,0.356886012227081,0.358374034093155,0.351149392505007,0.376268711207226
"104.txt",0.399936875364644,0.654974181022002,0.699003908679218,0.672602851287678,0.453745757778928,0.677369543792933,0.341246063449788,0.640988883730287,0.436906443364459,0.686023918085818,0.352754773662613,0.54557542920045,0.26375525371265,0.389310042997072,0.261718778149028,0.514389641045414,0.344526334846962,0.370749574221384,0.47933622664679,0.609863281619584,0.62761166203371,0.563904183238666,0.496116452207596,0.301458244296779,0.529147798886928,0.253825533713851,0.625293786427451,0.590725822453355,0.507660878447992,0.432379916619788,0.677063336257464,0.741281444862558,0.650436190275832,0.434785155517519,0.650094486199813,0.626309168762296,0.557946640046876,0.778903861844544,0.706656560461741,0.679523249270642,0.29436001417584,0.481636293979666,0.450485905586299,0.51196220327353,0.244180231881132,0.496895734531284,0.638423382600859,0.606846914705707,0.42328563965119,0.490367973201079,0.601212121212267,0.0740084390733163,0.237110306722157,0.255695642556874,0.153546836747758,0.42863407468345,0.471591317659129,0.23248025509293,0.609526213775806,0.739689226698182,0.311365169035654,0.466989550915462,0.167068280513127,0.782605063627214,0.495691471586599,0.763969770971426,0.415859030836845,0.444052863436584,0.179148311306409,0.398894257976319,0.338578595332413,0.380789480598099,0.591982688792783,0.429980064014282,0.651570982817034,0.403537621488287,0.509692344780399,0.39979237582769,0.578390501101834,0.435763732505829,0.441999368902143,0.302698208751658,0.402960996387999,0.627300728254848,0.469002874786248,0.558979442227329,0.658296499035213,0.564230438943364,0.329451864453417,0.479129191458565,0.468245844044102,0.590510233213401,0.493899492825392,0.382492888201956,0.456382892085943,0.600049220181004,0.242102251047525,0.279837966539085,0.488598963638545,0.384262796024126,0.523529411764123,0.26329282854666,0.251336898395882,0.476718403547561,0.380206019839742,0.373572131902208,0.388856510083742,0.578506716652217
"105.txt",0.320798578448516,0.561060858946965,0.71244439206378,0.639462163454176,0.432967400630766,0.633379653298156,0.356548617905742,0.620439045737089,0.706214093397558,0.74527502880562,0.364469442655523,0.561795101797729,0.590337645248561,0.652953680714535,0.440658777862291,0.306694225131592,0.53870324726077,0.504762089342138,0.464544083112378,0.648655198686793,0.723723490625282,0.465429410560159,0.559374285104501,0.236541421301839,0.445320737460476,0.235545236084734,0.607859337809863,0.632583349581713,0.520846875289478,0.510277324632255,0.402500468766453,0.561354612009281,0.517804832999905,0.214839765227019,0.426149535709495,0.6832380357811,0.696324804249257,0.806398404120978,0.619292877803252,0.491580799197457,0.396804270426103,0.631019792778276,0.624199170570809,0.749604187537541,0.433150487743747,0.661506543250269,0.439870841100718,0.577435603108007,0.29540984119507,0.519812406358176,0.409917355372342,0.308253969554987,0.449669657898029,0.570187609337219,0.374586399199681,0.252933953685493,0.833749748475293,0.326655290649617,0.334104042387264,0.453970154952014,0.377241920863094,0.793516209474997,0.206945626166106,0.594507973475274,0.294014736491783,0.366630052849182,0.127797833934406,0.272924187725973,0.146811070998841,0.350782444359483,0.332983233665518,0.326863956033371,0.58250550559972,0.353292632504501,0.357187641603087,0.38690095786896,0.492415086330215,0.366237713124682,0.47248124285162,0.217956504808729,0.44576767269894,0.230241959106626,0.481309545786397,0.465989260274197,0.502660525376053,0.549354101309645,0.331331021294827,0.503583825436445,0.451363062844195,0.472895622905025,0.412491241140327,0.68738314263787,0.448357712523705,0.426092950533635,0.353961037637889,0.384850189060989,0.6128894823878,0.403245869054677,0.213733374575162,0.487603305784912,0.641967213114642,0.346930533119663,0.422794117647059,0.451936872309756,0.421154084212479,0.465621232605278,0.444724806810986,0.663311688310064
"106.txt",0.64572270785482,0.545457499976223,0.390109876360948,0.377205311000931,0.437844530172597,0.487350423659128,0.347314380048601,0.445663646239137,0.253329844658441,0.347409851006106,0.28454274237518,0.376814565336558,0.287063820136191,0.194440971040343,0.48622140405274,0.657915950060844,0.360120211683161,0.582243288920976,0.369861666207578,0.447996501102856,0.539260110277357,0.339750824206022,0.43627541602432,0.420115014894899,0.499331384838379,0.380805013844704,0.813568084462888,0.663858390369549,0.616956077629428,0.49176297589717,0.70744908508469,0.761580951129597,0.653238403290968,0.493117927089605,0.852454445456775,0.44026557286348,0.399462547126992,0.711206997355402,0.658893465668181,0.779799209004136,0.405631875773136,0.557248871793314,0.68639883761626,0.698298092417,0.641059346047029,0.447890873050778,0.800414502243495,0.827595760584527,0.573429714465568,0.73610516583137,0.926163038837679,0.137566147309851,0.498025524638755,0.205117900501705,0.294211759120562,0.808534617756317,0.715792474346144,0.411411720941921,0.532397643593347,0.636246891906527,0.7676098679916,0.74206049293734,0.244513307709815,0.610367460380401,0.15929203539823,0.63241478751287,0.288811188810779,0.616783216783847,0.142191142191007,0.204722254653969,0.139534231320688,0.263558283195656,0.601695651943373,0.45851800550229,0.540467017553894,0.626443749764129,0.349693863678086,0.612655821902572,0.372721298642203,0.384431909149608,0.24584614732096,0.180198019801936,0.608251880117479,0.495521395040162,0.35099136026976,0.358734633721918,0.441834712258376,0.489417557626041,0.472632020564033,0.620480422597598,0.698337428111952,0.74492976070372,0.450309027400736,0.399960708145273,0.666497163774737,0.504735325949559,0.370332835219337,0.387169679961631,0.427371576770155,0.294290007512973,0.555342465753555,0.297650032911952,0.253393665158235,0.416666666667073,0.254909784103409,0.300021312107442,0.451593684834787,0.59522786924529
"107.txt",0.512966614292589,0.394603588509571,0.29186296328343,0.24690365125548,0.268598900023954,0.26405086069932,0.148477857743988,0.222225799251885,0.0790593620695676,0.204824108537639,0.0717546592124549,0.127458673114788,0.289639186378515,0.141994973625075,0.57873174295995,0.678901431993894,0.574376037134991,0.746517850704626,0.226038649588635,0.336736839228146,0.419121699975713,0.173214337264353,0.226717826984892,0.231707052103418,0.222145166734447,0.304650781564799,0.604891116209779,0.481444908218706,0.254837702871791,0.250619297926954,0.620739329527193,0.577263584187769,0.453593827348026,0.259959723572303,0.948955898663937,0.307566774196955,0.231453550029615,0.670695220379142,0.468886969648183,0.57171430285923,0.292551248434305,0.317584670435453,0.76082106195471,0.54638705429271,0.548854377324193,0.204994936147328,0.562046126002502,0.48530393415227,0.274481788164415,0.572015822437374,0.36531986531987,0.238269372410917,0.614241777004068,0.0841351470912374,0.150364436740484,0.780561760165795,0.684262146064004,0.221121247382774,0.579508418408411,0.69228048075713,0.801880718341742,0.683507360631111,0.195444377613672,0.61654510928355,0.151235715525284,0.583230993500038,0.28482758620698,0.434482758621255,0.140229885057724,0.461229344849807,0.201090409355018,0.411546062456184,0.18442604306518,0.177225158457675,0.272540758374449,0.510249697749865,0.284588939713366,0.52947884316443,0.345283591945955,0.202827386173285,0.290605570598773,0.421537635690985,0.00455193901441975,0.220266530750894,0.212333547239391,0.209216083082286,0.436835342830493,0.53543301628477,0.434202951201041,0.739251723010852,0.440507202815599,0.784844997016201,0.441980325186652,0.326758186639594,0.455548036358344,0.444773537048589,0.394320167071595,0.360097725640625,0.424640129433436,0.318542187199471,0.635161290322235,0.265047908195126,0.227344992050588,0.333333333332927,0.359727876953778,0.312785371057162,0.573541647407122,0.617070707071812
