"filename","lexical_density_types","lexical_density_tokens","simple_ttr_aw","simple_ttr_cw","root_ttr_fw","mattr50_cw","hdd42_aw","hdd42_cw","hdd42_fw","mtld_original_aw","mtld_original_cw","mtld_ma_bi_aw","mtld_ma_bi_cw","mtld_ma_bi_fw"
"162.txt",0.759480410643201,0.579422231191443,0.338179519595449,0.474826650587881,0.499461049910598,0.628292522673674,0.69846698365107,0.847949469956794,0.797528631460882,0.49150222872475,0.143694058711223,0.402674208745659,0.438234774146925,0.176770871861393
"88.txt",0.433928249504236,0.410677102932691,0.363408521303258,0.444100751215201,0.59961851099915,0.559761445692034,0.602011775826706,0.793426029424206,0.809467276686279,0.402852838906862,0.111810014997261,0.343733481597575,0.23727198011495,0.256920417878137
"176.txt",0.605499915124767,0.624707001408207,0.464716006884682,0.500933084510797,0.954844458603396,0.701060451400703,0.87028208903423,0.830706796775084,0.972774976641473,0.763437977903945,0.167838199464947,0.762527823501919,0.568337132396287,0.565160113354681
"63.txt",1,0.505255763779133,0.347985347985348,0.695069993913573,0.249192914038205,0.840581094337295,0.615257085772048,0.928788394326958,0.68471312273356,0.461888845364004,0.406559541821987,0.449645038566778,0,0.151547151232749
"77.txt",0.923027815777473,0.332242041092798,0.244360902255639,0.661499790532049,0.0701559577178805,0.682630146308268,0.450540079167744,0.899861457133333,0.636392882683373,0.176883783986361,0.258574550507996,0.272120170875078,0,0.0791453467392225
"228.txt",0.741602067183462,0.269224190425365,0.415584415584415,0.879032258064516,0.312985097906421,0.831915617556992,0.611513366562144,0.96032500487923,0.736181667918398,0.435424361410315,0.428393061585985,0.397512634219643,0,0.187975991342858
"200.txt",0.704392764857881,0.249193152085851,0.366146458583433,0.799361928394186,0.519965315838989,0.842798273897287,0.65830615920148,0.95822290291985,0.801440036135349,0.410310210729535,0.465652906486942,0.382113699094177,0,0.189483165874397
"216.txt",0.487993949706939,0.433995634831038,0.457142857142857,0.575186104218362,0.583538659455953,0.659592264942724,0.787453565346652,0.839771377994537,0.863428072371335,0.662380534941086,0.148582579079631,0.551158435570395,0.259363196675621,0.425206925850022
"202.txt",0.643623234575767,0.300216914492146,0.403061224489796,0.750653879686138,0.777960300475542,0.826802694208768,0.775284590786096,0.936439248471649,0.883695040657188,0.590802742998129,0.497873328580995,0.571756556488266,0,0.368199671740987
"49.txt",0.524547803617571,0.257394445698803,0.416012558869702,0.729032258064516,0.577213310924626,0.7445033134043,0.483562578719843,0.908698770549846,0.732831938686913,0.325301072644254,0.277741775214395,0.309110965196278,0,0.109502572186441
"61.txt",0.995570321151716,0.602090882051291,0.558777016341592,0.898263027295285,0.613045741558359,0.93166679968691,0.917002444477992,1,0.828112190697118,1,1,0.768253771892429,0,0.285883020073577
"75.txt",0.327574750830565,0.2956230562495,0.495391705069124,0.639236339697169,0.58894798585915,0.609096990276205,0.558223501089474,0.808468613333224,0.823854711706382,0.251577574743556,0.0978095494654539,0.310814234404945,0.126622982399972,0.152214455755771
"160.txt",0.723730932733183,0.355809969054228,0.371148459383753,0.700460829493087,0.727132264052164,0.820618079889942,0.769389367314028,0.959585809543486,0.839985286568988,0.587267372638314,0.499068973710928,0.536590406504207,0,0.252490586847898
"174.txt",0.433047735618115,0.327105441408896,0.264423076923077,0.390937019969278,0.57419728787832,0.497010645020171,0.520755397336853,0.778747164362214,0.804150052866927,0.282284055766091,0.0452552221718186,0.32603908761202,0.24970360114389,0.262888010173588
"148.txt",0.366257294660744,0.441511525277613,0.198222829801777,0.183977313009571,0.575202677673484,0.245129808756892,0.454312022488427,0.717477875763797,0.765877650642579,0.284760070775491,0.0758027842224327,0.307465677455134,0.208079239357106,0.109859104540943
"149.txt",0.784323858742463,0.534260811639597,0.653495440729483,0.944416873449131,0.492169320333655,0.956780934558238,0.799995314144467,0.979785985518893,0.786844857440898,0.796938798835732,0.607097725358046,0.55855742003281,0,0.218947061614438
"175.txt",0.813679083487686,0.779034139833641,0.206409560021727,0.208168948711998,0.437636776217124,0.598055524050761,0.573006672035132,0.776289873118196,0.744692825346415,0.361191959956494,0.111742705785437,0.459929692894741,0.326331861658876,0.186977767842903
"161.txt",0.547604849930431,0.359194629910367,0.280612244897959,0.455955334987593,0.640295016357041,0.766236712136678,0.693023922057984,0.867915311235735,0.838402255403428,0.510377736079684,0.13381614382528,0.403727991854346,0.317936042975505,0.170220734301679
"74.txt",0.41749723145072,0.298442544695609,0.503988397389413,0.718775847808106,0.882810805788116,0.774463907889538,0.855105582365368,0.90932629657756,0.93810562847269,0.744639577297351,0.305872648132547,0.598425772740033,0,0.575964560682099
"60.txt",0.544530577088717,0.26051002092607,0.363128491620112,0.665264142122487,0.481474311537444,0.688159237835999,0.540389592336917,0.879353745857483,0.769478145225158,0.282513423880977,0.228977720713715,0.32707628895724,0.132695905555415,0.124271461032435
