filename,nwords,MLS,MLT,MLC,C_S,VP_T,C_T,DC_C,DC_T,T_S,CT_T,CP_T,CP_C,CN_T,CN_C
128.txt,0.5203426124197003,3.34913006267909e-05,0.04181676908947659,0.0906029996939394,0.038200339558709676,0.04463437796777778,0.05016722408043478,0.159999999999664,0.010989010989,0.06842105263133333,0.102564102564,0.017094017094,0.0888888888889,0.023504273504291663,0.21801801801848006
129.txt,0.5588865096359744,0.009840461797225645,0.05580734026501378,0.09402323631570249,0.05299539170516129,0.06690561529259259,0.06451612903217391,0.2608695652177043,0.02304147465435714,0.07380952380933332,0.290322580645,0.03225806451616667,0.130434782609,0.02553763440858333,0.1841950646302539
13.txt,0.10920770877944326,0.01495386573336949,0.052091159529201105,0.07958371594738292,0.07258064516129031,0.06397306397296296,0.07114624505913043,0.20000000000048002,0.0194805194805,0.09166666666666666,0.181818181818,0.04545454545449999,0.166666666667,0.030303030303041663,0.19819819819837498
130.txt,0.6102783725910065,0.11599472751233929,0.1330184966550964,0.11937557392107438,0.17972350230419354,0.1455026455025926,0.12111801242217392,0.6153846153854462,0.10204081632642856,0.13333333333333333,0.571428571429,0.023809523809499997,0.0512820512821,0.15773809523791665,0.6060291060283087
131.txt,0.06638115631691648,0.03786191536747717,0.06611570247933884,0.1051840721261708,0.08870967741935484,0.06349206349222222,0.06832298136652173,0.3272727272725309,0.03061224489792857,0.11666666666666667,0.428571428571,0.047619047618999995,0.181818181818,0.06547619047625,0.44594594594678966
132.txt,0.2698072805139186,0.06315622017170897,0.1643709825526171,0.12327823691460055,0.10752688172032258,0.16049382716037036,0.14492753623173912,0.720000000000288,0.14285714285714285,0.06666666666666667,0.833333333333,0.11111111111116667,0.2,0.125,0.4013513513521107
133.txt,0.5053533190578159,0.03683923458036294,0.11373475009862259,0.17307461971487603,0.05299539170516129,0.10317460317444445,0.07142857142869566,0.4695652173913878,0.04591836734692857,0.06666666666666667,0.285714285714,0.0714285714285,0.260869565217,0.1190476190475,0.7755581668628188
134.txt,0.33190578158458245,0.017435571110493275,0.07162534435261708,0.14325068870523416,0.043010752688064514,0.057870370370370364,0.05434782608695652,0.24000000000009603,0.017857142857142856,0.07111111111133334,0.1875,0.07291666666666666,0.35,0.0546875,0.46824324324412914
135.txt,0.3747323340471092,0.03708095913002887,0.1046831955922865,0.10829296095757576,0.08504398826967742,0.1388888888888889,0.10507246376826086,0.49655172413779863,0.07142857142857142,0.07272727272733334,0.583333333333,0.08333333333333333,0.206896551724,0.11111111111125,0.4920782851817418
136.txt,0.3790149892933619,0.6363347120585405,0.08448117539008265,0.1021949702301653,1.0,0.08641975308629629,0.08985507246391305,0.5806451612906323,0.07142857142857142,1.0,0.6,0.011111111111116666,0.0322580645161,0.06111111111124999,0.316477768091342
137.txt,0.5353319057815846,0.04447000660810718,0.11924439197190083,0.13911845730027547,0.0744416873448387,0.11640211640222221,0.09316770186347827,0.5199999999998081,0.06632653061221427,0.07179487179466666,0.571428571429,0.14285714285716666,0.4,0.09226190476208332,0.4608108108101962
138.txt,0.4668094218415418,0.026228921412656866,0.07858489198181819,0.12442607897148762,0.06048387096774194,0.08771929824555555,0.06864988558347826,0.39999999999976005,0.03759398496242857,0.07916666666666666,0.421052631579,0.03508771929816666,0.133333333333,0.07675438596499999,0.5202702702727411
139.txt,0.2569593147751606,0.03277123767094517,0.10590756045289255,0.11914600550964188,0.07168458781354839,0.08641975308629629,0.09661835748782609,0.660000000000264,0.08730158730142858,0.06666666666666667,0.666666666667,0.24074074074,0.65,0.06944444444458334,0.33445945946009226
14.txt,0.040685224839400416,0.04645243398026756,0.1322314049586777,0.1652892561983471,0.06451612903225806,0.14814814814814814,0.08695652173913043,0.39999999999976005,0.04761904761907143,0.06666666666666667,0.666666666667,0.0,0.0,0.125,0.6689189189201845
140.txt,0.3233404710920771,0.016671969455927565,0.06611570247933884,0.12217031979876035,0.04946236559129032,0.07189542483666667,0.05882352941173912,0.3652173913045461,0.02941176470585714,0.07555555555533333,0.294117647059,0.029411764705833333,0.130434782609,0.06372549019625,0.50411280846217
141.txt,0.2633832976445396,0.04072542157174064,0.12121212121212122,0.14260249554407714,0.06854838709677419,0.1111111111111111,0.09239130434782608,0.5647058823530259,0.07142857142857142,0.06666666666666667,0.75,0.16666666666666666,0.470588235294,0.13020833333333331,0.6558028616846191
142.txt,0.145610278372591,0.012376710149532368,0.05555555555537191,0.09259259259256199,0.05806451612903226,0.06172839506185185,0.06521739130434782,0.46666666666698664,0.04166666666664285,0.08,0.5,0.027777777777833332,0.111111111111,0.03125,0.22297297297339483
143.txt,0.3940042826552463,0.0299322058788357,0.08705234159779615,0.16322314049586778,0.049627791563225804,0.08641975308629629,0.05797101449260869,0.180000000000072,0.014285714285714285,0.07692307692333333,0.266666666667,0.08888888888883334,0.4,0.08333333333333333,0.6689189189201845
