filename,basic_ntokens,basic_ntypes,basic_ncontent_tokens,basic_ncontent_types,basic_nfunction_tokens,basic_nfunction_types,lexical_density_types,lexical_density_tokens,simple_ttr_aw,simple_ttr_cw,simple_ttr_fw,root_ttr_aw,root_ttr_cw,root_ttr_fw,log_ttr_aw,log_ttr_cw,log_ttr_fw,maas_ttr_aw,maas_ttr_cw,maas_ttr_fw,mattr50_aw,mattr50_cw,mattr50_fw,msttr50_aw,msttr50_cw,msttr50_fw,hdd42_aw,hdd42_cw,hdd42_fw,mtld_original_aw,mtld_original_cw,mtld_original_fw,mtld_ma_bi_aw,mtld_ma_bi_cw,mtld_ma_bi_fw,mtld_ma_wrap_aw,mtld_ma_wrap_cw,mtld_ma_wrap_fw
101.txt,0.27522935779816515,0.3422459893048128,0.2307692307692308,0.32142857142857145,0.28937728937728935,0.3870967741935483,0.6883241428913927,0.32588244148415724,0.5012531328320801,0.8971482000935016,0.3052519276465739,0.5087703334141535,0.5321060495885452,0.4954339325122066,0.5925759086191169,0.9366155682635968,0.40950121774947146,0.3292560536169305,0.058847971123295414,0.47561295480767635,0.6601960900357067,0.9222241125099229,0.4299542153917937,0.7171717171717173,0.9090909090909091,0.402061855670103,0.6958989252360901,0.9722870940342593,0.7858158312786089,0.5832568506968562,0.505694840472642,0.2925636523191758,0.4593527398730956,0.0,0.21040793537965186,0.403619415277049,0.3505277358939767,0.2440928843967326
115.txt,0.231651376146789,0.22459893048128343,0.2307692307692308,0.2,0.21978021978021975,0.3064516129032258,0.5365374677002581,0.5087209302325582,0.3430451127819548,0.40439457690509584,0.3443717160480338,0.3025795869558181,0.2762689296940065,0.4339078267250971,0.37498633702899653,0.5172450530836761,0.4196014544509703,0.5785601825418509,0.4462413551578852,0.5102872071487754,0.6040447232834467,0.4706816377452645,0.40790617328848056,0.5959595959595962,0.4727272727272728,0.4523195876288659,0.6324213996963199,0.7636905838786684,0.8077746313309255,0.4311344053225984,0.1126884348859085,0.3186410263583913,0.45019174779400906,0.26477123237492567,0.32847349879390353,0.329926718614762,0.138244146714834,0.34435543668805424
14.txt,0.02981651376146789,0.037433155080213915,0.05288461538461539,0.05,0.03296703296703296,0.08064516129032256,0.4945736434108525,0.675660419959359,0.6249999999999999,0.5665322580645162,0.6446413849958781,0.13519720852911477,0.12236940076785707,0.28279536854130916,0.5728855344279165,0.5768853028989049,0.5965249247125337,0.5475374580437142,0.49721989967583446,0.5543383896654204,0.47958283192940265,0.5420990699784505,0.5048299845440496,0.5151515151515154,0.5795454545454545,0.5308472938144329,0.47389648281116203,0.0,0.0,0.28204573197591,0.045515711306880355,0.1732845992349633,0.2245305759223075,0.10749682291292331,0.17052803224809976,0.18299348211523364,0.03563209269105626,0.21863215937388825
28.txt,0.24541284403669728,0.2834224598930481,0.24519230769230768,0.30714285714285716,0.23076923076923075,0.24193548387096775,0.8939967550027039,0.5150604045259808,0.45207956600361665,0.7679211469534049,0.23104353994516774,0.41977460755341467,0.483312728045899,0.24716639005595975,0.5217273832613811,0.8417303174250286,0.2565237249610357,0.41638328622472726,0.14417167331594305,0.6678640760847208,0.5796266242727361,0.8056323998599539,0.2198036676552908,0.6969696969696975,0.9454545454545454,0.3518041237113403,0.7271371482444642,0.9240803342307463,0.725447089499547,0.3623808763500984,0.323094536638701,0.18877524658224243,0.38946997811116535,0.08592459677038797,0.1741400466380304,0.3642740279337166,0.313274456675774,0.22398550544786666
277.txt,0.9403669724770642,0.802139037433155,0.980769230769231,0.7142857142857142,0.7802197802197802,0.8870967741935483,0.7063582835599611,0.6324123835752233,0.13634955066625354,0.16014336917562733,0.173837103693043,0.6795644764826868,0.5808338590485342,0.7983510913405236,0.30306053072150707,0.4299405913864103,0.3864074054803086,0.4479368745507551,0.3928532118640466,0.3465890709096378,0.7500029207996002,0.5850333034324184,0.6026402400218198,0.7912457912457918,0.609090909090909,0.6156572164948455,0.7760575597659201,0.8023461620432528,0.9195565910738134,0.6542902790173591,0.11675490409625101,0.6196667078286338,0.5386354470691552,0.37513921400934197,0.4602656541384932,0.49555993133774484,0.16961581532329886,0.5550096774777057
263.txt,0.3256880733944954,0.2887700534759358,0.27403846153846156,0.2,0.336996336996337,0.49999999999999994,0.24547803617571073,0.32818903201578853,0.25166543301258315,0.25723738626964443,0.34516936090899325,0.3302515567760693,0.2368964622366846,0.6646999176329547,0.29756833337493394,0.38054056453149965,0.48776700573311826,0.6083313270685711,0.553954411169196,0.3766355019233277,0.44377590586976834,0.2901917533917624,0.4444513137557964,0.49494949494949503,0.2909090909090909,0.5528350515463918,0.4315700888830394,0.6829841144570779,0.8350766576117349,0.2563080201124364,0.02946527589374534,0.28021221211951,0.33229803597875407,0.14976189074201363,0.30774114590777957,0.22189160171434918,0.04080465734302731,0.33980604148299387
288.txt,0.4174311926605505,0.40106951871657753,0.4567307692307693,0.35,0.3443223443223443,0.49999999999999994,0.5911570485213895,0.6678815105668165,0.27896995708154504,0.24972191323692994,0.3330035724100027,0.45585644068963516,0.36854024603206903,0.6516148000071542,0.37175848766286634,0.4325332901730121,0.47518886838505825,0.4981287180758605,0.4576371121093745,0.3854435263657728,0.6738607230680709,0.5130438315398165,0.4398890808255298,0.696969696969697,0.5454545454545453,0.4523195876288659,0.6371206095694268,0.7545662635992024,0.8435747715290614,0.46200162446695336,0.10651646678493511,0.41454145190605407,0.41803083687185316,0.2366419102382748,0.35335912384266366,0.41594906943282467,0.10765429125767251,0.5436341357365903
275.txt,0.1743119266055046,0.22459893048128343,0.20673076923076925,0.2,0.14652014652014653,0.3064516129032258,0.5365374677002581,0.6899319623881968,0.5511811023622045,0.5040322580645162,0.5700545675813604,0.39093992873301076,0.3016484422169148,0.6251100241075884,0.6036081511612865,0.6051106744125399,0.6462483088861943,0.36734088408445315,0.3732575539567389,0.3294447190622221,0.8086642599277989,0.6500699406449657,0.5545595054095829,0.8787878787878791,0.690909090909091,0.6030927835051547,0.7860534803461934,0.7852018844735164,0.8845550824610285,0.5169634200457598,0.11779337803895891,0.4179459063428492,0.5820810259397248,0.2450542437026341,0.44285769749513426,0.41674585531517155,0.11458663994921037,0.47704765292812235
261.txt,1.0,0.9465240641711228,0.9663461538461539,0.8571428571428571,0.8864468864468864,1.0,0.7557770394979695,0.5156257316556965,0.20973892637136982,0.3542574832897414,0.16498063432313476,0.8329706047237083,0.7551441929729122,0.868475180778882,0.4085436739966539,0.6018211356346184,0.39440594434005716,0.34906236012966224,0.269613638898045,0.3227456349426057,0.6879097088285564,0.6479534740100723,0.5110922205048944,0.6767676767676762,0.7000000000000003,0.542783505154639,0.7991636514330689,0.9029403987355453,0.8663781866429962,0.5780759832328333,0.1524362017513749,0.33039037964770346,0.5377443508533188,0.44440196756662276,0.3084228162595618,0.512883020114153,0.31398051491694856,0.37323855741930256
249.txt,0.24770642201834864,0.32620320855614976,0.18750000000000003,0.2642857142857143,0.2783882783882784,0.46774193548387094,0.4543955137720599,0.23108840958178734,0.5525606469002694,0.8956989247311826,0.4217392390516875,0.5144732623302896,0.4694435336662163,0.7068546473083741,0.6397179799053667,0.9301268979898145,0.5556039501878733,0.29156773371068917,0.070034802681908,0.3381122733713758,0.8028880866426016,0.8794993143410974,0.6701972179289015,0.7979797979797982,0.9454545454545454,0.5528350515463918,0.7377830571546746,0.9519777380473646,0.8556483903852247,0.5989093401249689,0.4305186529280885,0.5767413641439654,0.626297523988702,0.0,0.5080535053760141,0.5079876264421261,0.2964050472184747,0.5384165382030909
16.txt,0.5986238532110092,0.6577540106951871,0.5048076923076924,0.6357142857142857,0.5970695970695971,0.629032258064516,0.8473464519976148,0.32710544140889586,0.3571428571428571,0.7956989247311828,0.1553652634098343,0.7272467775332597,0.7834487334161998,0.561952098914881,0.5177919445757633,0.8899040328000165,0.3112213610183825,0.3128775805963739,0.07842968911236987,0.4497270135825862,0.6612492164372006,0.8622657823066127,0.4525353399745038,0.707070707070707,0.9090909090909091,0.36855670103092764,0.6619010531320164,0.9808442323923863,0.7724499352189119,0.41661320880964425,0.6552999373555402,0.21975489486760347,0.48126386236053365,0.0,0.21289284926761487,0.3564587082400454,0.6506626458217603,0.22611246906354832
103.txt,0.3577981651376147,0.2192513368983957,0.2548076923076923,0.2142857142857143,0.40293040293040294,0.25806451612903225,0.6622669180808716,0.1590581618951945,0.051759834368530044,0.37227550130775944,0.03418232307892566,0.15734723109662574,0.2825710837535368,0.06332572224375577,0.0,0.4944214992125735,0.0,0.8904442343699388,0.45830993235553596,0.8018879022534591,0.27464241648768595,0.43971872518997346,0.1927180393022747,0.31818181818181857,0.36363636363636365,0.22615979381443285,0.19589328284850716,0.7595305029830244,0.6527070676646213,0.11505990632150065,0.04941596238203885,0.14320996352390936,0.2434223785169129,0.18865072230558935,0.12758140947407048,0.08765289408414623,0.0661509060842447,0.13106993738347994
117.txt,0.3165137614678899,0.35294117647058826,0.2692307692307693,0.32142857142857145,0.32600732600732596,0.41935483870967744,0.6426278286743399,0.3400148850589131,0.40816326530612235,0.7134478424801005,0.279260393357673,0.47530554512117285,0.4831100247285661,0.505368241150183,0.49866678050084,0.803344508327922,0.39241196646023235,0.4088509259203636,0.17515759081332755,0.47286473619442876,0.6737149733539634,0.8498193425039291,0.35458894531537455,0.6565656565656564,0.8363636363636363,0.42719072164948435,0.6827733631798472,0.9213451403162622,0.7922461775885874,0.45453103068981027,0.29686379420214737,0.20174328107058348,0.4403836956358187,0.0,0.21906803034746525,0.3542275093240134,0.3505277358939767,0.2500635259439954
116.txt,0.26605504587155965,0.29411764705882354,0.27884615384615385,0.25,0.2380952380952381,0.40322580645161293,0.5109231853417899,0.5779815397428218,0.41488451668092396,0.42017149857084535,0.43375552724274896,0.41480735432343463,0.3313939767750653,0.6397770587106912,0.48564057330653565,0.5504288737184764,0.5482946426106485,0.4440610849972048,0.400011574042018,0.3672591923586029,0.5887535948112357,0.4792824467884005,0.515795981452859,0.49494949494949503,0.4,0.6030927835051547,0.6338092623394176,0.7780509325028775,0.824110292699884,0.3703032281691081,0.07553821362600624,0.17404629682213935,0.34038874702022054,0.1868208303004806,0.30657747010019953,0.2047498330168004,0.10345672786668528,0.2973674848808252
102.txt,0.268348623853211,0.35828877005347587,0.28365384615384615,0.34285714285714286,0.2380952380952381,0.3870967741935483,0.7283720930232556,0.5893515681278154,0.5612244897959183,0.7290322580645161,0.41212620849883846,0.5547207130236534,0.5085895314340168,0.5992509737573148,0.6572480611373015,0.8180276579808838,0.5214747569385003,0.26501155483840994,0.15976278922834297,0.3943449662263672,0.7761227234576105,0.7643774672827786,0.37842349304482203,0.757575757575758,0.8727272727272727,0.3518041237113403,0.8669717531484631,0.908968536296176,0.8620222258924806,0.629309980742322,0.32423908582291083,0.3446481604675845,0.5712709442516172,0.0,0.20917028218651657,0.6130317747413585,0.3702087135941592,0.3167911775168978
17.txt,0.4128440366972477,0.46524064171123,0.3942307692307693,0.42142857142857143,0.3846153846153846,0.532258064516129,0.6744186046511627,0.4795039385240336,0.3988868274582559,0.5853429376761667,0.3026277823577907,0.5825717770104296,0.5379105079175056,0.6524223680754571,0.5203513345191393,0.7227658556535719,0.4521492562780609,0.35461093475564703,0.22668438703030946,0.3907158606112647,0.7608733023895493,0.7792185970704737,0.58846790444701,0.7424242424242424,0.7636363636363638,0.5277061855670104,0.7410283446703416,0.8763721786724262,0.8434555626707566,0.48744147889433687,0.30461057827317317,0.3802311403266966,0.535590296692186,0.09505831374991741,0.4189327417669374,0.3825097057206342,0.21271265430225736,0.43642609391675546
248.txt,0.12155963302752294,0.12834224598930483,0.11538461538461539,0.09999999999999999,0.13186813186813187,0.24193548387096775,0.31946144430844536,0.431671934974035,0.4601648351648352,0.4623655913978495,0.5045090614389314,0.2262521192412953,0.17315680706034298,0.4766419975082561,0.45480879566249577,0.5158621509400874,0.556197203516922,0.5743809013113572,0.5075711304714404,0.442476372542239,0.41207745323268763,0.44610789762201764,0.3052488408037093,0.5151515151515149,0.48484848484848475,0.402061855670103,0.46029732532909673,0.712897672332914,0.7708954813449882,0.15672532347347162,0.03646881672900486,0.15909918826359115,0.25324333136651767,0.19355320844958152,0.1263289197521913,0.16530617101787287,0.07422867673641423,0.18356095002080197
260.txt,0.5275229357798166,0.5935828877005347,0.6346153846153847,0.5928571428571427,0.3846153846153846,0.532258064516129,0.8992248062015502,0.8369136128830608,0.3838332486019319,0.42314990512333983,0.3026277823577907,0.6899414542432026,0.6146289153414807,0.6524223680754571,0.5330237026265232,0.6244493712917238,0.4521492562780609,0.3133870000504086,0.2784294047698043,0.3907158606112647,0.768849329847715,0.6422252466825447,0.4232903566607329,0.7575757575757576,0.7515151515151516,0.5277061855670104,0.8215302954940671,0.8668323066228965,0.8223528148617376,0.702025212281366,0.2598190969389572,0.2680236935405548,0.5644352711001036,0.5256052179972378,0.26990592981204187,0.5586724493977857,0.3118411081597944,0.3121086801849875
